법정동코드	법정동명	폐지여부
1141000100	서울특별시 서대문구 평창동	폐지
1141000200	서울특별시 서대문구 구기동	폐지
1141000300	서울특별시 서대문구 부암동	폐지
1141000400	서울특별시 서대문구 홍지동	폐지
1141000500	서울특별시 서대문구 신영동	폐지
1141000600	서울특별시 서대문구 행촌동	폐지
1141000700	서울특별시 서대문구 송월동	폐지
1141000800	서울특별시 서대문구 홍파동	폐지
1141000900	서울특별시 서대문구 평동	폐지
1141001000	서울특별시 서대문구 교남동	폐지
1141001100	서울특별시 서대문구 교북동	폐지
1141001200	서울특별시 서대문구 서소문동	폐지
1141001300	서울특별시 서대문구 정동	폐지
1141001400	서울특별시 서대문구 순화동	폐지
1141001500	서울특별시 서대문구 의주로2가	폐지
1141001600	서울특별시 서대문구 중림동	폐지
1141001700	서울특별시 서대문구 의주로1가	폐지
1141001800	서울특별시 서대문구 충정로1가	폐지
1141001900	서울특별시 서대문구 노고산동	폐지
1141002000	서울특별시 서대문구 만리동1가	폐지
1141002100	서울특별시 서대문구 만리동2가	폐지
1141002200	서울특별시 서대문구 상암동	폐지
1141002300	서울특별시 서대문구 성산동	폐지
1141002400	서울특별시 서대문구 수색동	폐지
1141002500	서울특별시 서대문구 중동	폐지
1141002600	서울특별시 서대문구 녹번동	폐지
1141002700	서울특별시 서대문구 불광동	폐지
1141002800	서울특별시 서대문구 갈현동	폐지
1141002900	서울특별시 서대문구 역촌동	폐지
1141003000	서울특별시 서대문구 신사동	폐지
1141003100	서울특별시 서대문구 구파발동	폐지
1141003200	서울특별시 서대문구 구산동	폐지
1141003300	서울특별시 서대문구 진관내동	폐지
1141003400	서울특별시 서대문구 진관외동	폐지
1141003500	서울특별시 서대문구 응암동	폐지
1141003600	서울특별시 서대문구 대조동	폐지
1141003700	서울특별시 서대문구 증산동	폐지
1141010100	서울특별시 서대문구 충정로2가	존재
1141010200	서울특별시 서대문구 충정로3가	존재
1141010300	서울특별시 서대문구 합동	존재
1141010400	서울특별시 서대문구 미근동	존재
1141010500	서울특별시 서대문구 냉천동	존재
1141010600	서울특별시 서대문구 천연동	존재
1141010700	서울특별시 서대문구 옥천동	존재
1141010800	서울특별시 서대문구 영천동	존재
1141010900	서울특별시 서대문구 현저동	존재
1141011000	서울특별시 서대문구 북아현동	존재
1141011100	서울특별시 서대문구 홍제동	존재
1141011200	서울특별시 서대문구 대현동	존재
1141011300	서울특별시 서대문구 대신동	존재
1141011400	서울특별시 서대문구 신촌동	존재
1141011500	서울특별시 서대문구 봉원동	존재
1141011600	서울특별시 서대문구 창천동	존재
1141011700	서울특별시 서대문구 연희동	존재
1141011800	서울특별시 서대문구 홍은동	존재
1141011900	서울특별시 서대문구 북가좌동	존재
1141012000	서울특별시 서대문구 남가좌동	존재
1141090100	서울특별시 서대문구 충정로동	폐지
1141090200	서울특별시 서대문구 북아현1동	폐지
1141090300	서울특별시 서대문구 북아현2동	폐지
1141090400	서울특별시 서대문구 북아현3동	폐지
1141090500	서울특별시 서대문구 연희1동	폐지
1141090600	서울특별시 서대문구 연희2동	폐지
1141090700	서울특별시 서대문구 연희3동	폐지
1141090800	서울특별시 서대문구 홍제1동	폐지
1141090900	서울특별시 서대문구 홍제2동	폐지
1141091000	서울특별시 서대문구 홍제3동	폐지
1141091100	서울특별시 서대문구 홍제4동	폐지
1141091200	서울특별시 서대문구 홍은1동	폐지
1141091300	서울특별시 서대문구 홍은2동	폐지
1141091400	서울특별시 서대문구 홍은3동	폐지
1141091500	서울특별시 서대문구 남가좌1동	폐지
1141091600	서울특별시 서대문구 남가좌2동	폐지
1141091700	서울특별시 서대문구 북가좌1동	폐지
1141091800	서울특별시 서대문구 북가좌1동	폐지
1144000000	서울특별시 마포구	존재
1144000100	서울특별시 마포구 연희동	폐지
1144000200	서울특별시 마포구 남가좌동	폐지
1144000300	서울특별시 마포구 수색동	폐지
1144000400	서울특별시 마포구 율도동	폐지
1144010100	서울특별시 마포구 아현동	존재
1144010200	서울특별시 마포구 공덕동	존재
1144010300	서울특별시 마포구 신공덕동	존재
1144010400	서울특별시 마포구 도화동	존재
1144010500	서울특별시 마포구 용강동	존재
1144010600	서울특별시 마포구 토정동	존재
1144010700	서울특별시 마포구 마포동	존재
1144010800	서울특별시 마포구 대흥동	존재
1144010900	서울특별시 마포구 염리동	존재
1144011000	서울특별시 마포구 노고산동	존재
1144011100	서울특별시 마포구 신수동	존재
1144011200	서울특별시 마포구 현석동	존재
1144011300	서울특별시 마포구 구수동	존재
1144011400	서울특별시 마포구 창전동	존재
1144011500	서울특별시 마포구 상수동	존재
1144011600	서울특별시 마포구 하중동	존재
1144011700	서울특별시 마포구 신정동	존재
1144011800	서울특별시 마포구 당인동	존재
1144011900	서울특별시 마포구 하수동	폐지
1144012000	서울특별시 마포구 서교동	존재
1144012100	서울특별시 마포구 동교동	존재
1144012200	서울특별시 마포구 합정동	존재
1144012300	서울특별시 마포구 망원동	존재
1144012400	서울특별시 마포구 연남동	존재
1144012500	서울특별시 마포구 성산동	존재
1144012600	서울특별시 마포구 중동	존재
1144012700	서울특별시 마포구 상암동	존재
1144090100	서울특별시 마포구 아현1동	폐지
1144090200	서울특별시 마포구 아현2동	폐지
1144090300	서울특별시 마포구 아현3동	폐지
1144090400	서울특별시 마포구 공덕1동	폐지
1144090500	서울특별시 마포구 공덕2동	폐지
1144090600	서울특별시 마포구 도화1동	폐지
1144090700	서울특별시 마포구 도화2동	폐지
1144090800	서울특별시 마포구 망원1동	폐지
1144090900	서울특별시 마포구 망원2동	폐지
1144091000	서울특별시 마포구 성산1동	폐지
1144091100	서울특별시 마포구 성산2동	폐지
1147000000	서울특별시 양천구	존재
1147010100	서울특별시 양천구 신정동	존재
1147010200	서울특별시 양천구 목동	존재
1147010300	서울특별시 양천구 신월동	존재
1147090100	서울특별시 양천구 목1동	폐지
1147090200	서울특별시 양천구 목2동	폐지
1147090300	서울특별시 양천구 목3동	폐지
1147090400	서울특별시 양천구 목4동	폐지
1147090500	서울특별시 양천구 목5동	폐지
1147090600	서울특별시 양천구 신월1동	폐지
1147090700	서울특별시 양천구 신월2동	폐지
1147090800	서울특별시 양천구 신월3동	폐지
1147090900	서울특별시 양천구 신월4동	폐지
1147091000	서울특별시 양천구 신월5동	폐지
1147091100	서울특별시 양천구 신월6동	폐지
1147091200	서울특별시 양천구 신정1동	폐지
1147091300	서울특별시 양천구 신정2동	폐지
1147091400	서울특별시 양천구 신정3동	폐지
1147091500	서울특별시 양천구 신정4동	폐지
1147091600	서울특별시 양천구 신정5동	폐지
1147091700	서울특별시 양천구 신정6동	폐지
1150000000	서울특별시 강서구	존재
1150000100	서울특별시 강서구 신정동	폐지
1150000200	서울특별시 강서구 신월동	폐지
1150010100	서울특별시 강서구 염창동	존재
1150010200	서울특별시 강서구 등촌동	존재
1150010300	서울특별시 강서구 화곡동	존재
1150010400	서울특별시 강서구 가양동	존재
1150010500	서울특별시 강서구 마곡동	존재
1150010600	서울특별시 강서구 내발산동	존재
1150010700	서울특별시 강서구 외발산동	존재
1150010800	서울특별시 강서구 공항동	존재
1150010900	서울특별시 강서구 방화동	존재
1150011000	서울특별시 강서구 개화동	존재
1150011100	서울특별시 강서구 과해동	존재
1150011200	서울특별시 강서구 오곡동	존재
1150011300	서울특별시 강서구 오쇠동	존재
1150011400	서울특별시 강서구 목동	폐지
1150090100	서울특별시 강서구 등촌1동	폐지
1150090200	서울특별시 강서구 등촌2동	폐지
1150090300	서울특별시 강서구 화곡1동	폐지
1150090400	서울특별시 강서구 화곡2동	폐지
1150090500	서울특별시 강서구 화곡3동	폐지
1150090600	서울특별시 강서구 화곡4동	폐지
1150090700	서울특별시 강서구 화곡5동	폐지
1150090800	서울특별시 강서구 화곡본동	폐지
1150090900	서울특별시 강서구 발산동	폐지
1150091000	서울특별시 강서구 방화1동	폐지
1150091100	서울특별시 강서구 방화2동	폐지
1153000000	서울특별시 구로구	존재
1153010100	서울특별시 구로구 신도림동	존재
1153010200	서울특별시 구로구 구로동	존재
1153010300	서울특별시 구로구 가리봉동	존재
1153010400	서울특별시 구로구 독산동	폐지
1153010500	서울특별시 구로구 시흥동	폐지
1153010600	서울특별시 구로구 고척동	존재
1153010700	서울특별시 구로구 개봉동	존재
1153010800	서울특별시 구로구 오류동	존재
1153010900	서울특별시 구로구 궁동	존재
1153011000	서울특별시 구로구 온수동	존재
1153011100	서울특별시 구로구 천왕동	존재
1153011200	서울특별시 구로구 항동	존재
1153090100	서울특별시 구로구 구로1동	폐지
1153090200	서울특별시 구로구 구로2동	폐지
1153090300	서울특별시 구로구 구로3동	폐지
1153090400	서울특별시 구로구 구로4동	폐지
1153090500	서울특별시 구로구 구로5동	폐지
1153090600	서울특별시 구로구 구로6동	폐지
1153090700	서울특별시 구로구 가리봉1동	폐지
1153090800	서울특별시 구로구 가리봉2동	폐지
1153090900	서울특별시 구로구 가리봉3동	폐지
1153091000	서울특별시 구로구 독산1동	폐지
1153091100	서울특별시 구로구 독산2동	폐지
1153091200	서울특별시 구로구 독산3동	폐지
1153091300	서울특별시 구로구 독산4동	폐지
1153091400	서울특별시 구로구 독산본동	폐지
1153091500	서울특별시 구로구 시흥본동	폐지
1153091600	서울특별시 구로구 시흥1동	폐지
1153091700	서울특별시 구로구 시흥2동	폐지
1153091800	서울특별시 구로구 시흥3동	폐지
1153091900	서울특별시 구로구 시흥4동	폐지
1153092000	서울특별시 구로구 시흥5동	폐지
1153092100	서울특별시 구로구 고척1동	폐지
1153092200	서울특별시 구로구 고척2동	폐지
1153092300	서울특별시 구로구 개봉1동	폐지
1153092400	서울특별시 구로구 개봉2동	폐지
1153092500	서울특별시 구로구 개봉3동	폐지
1153092600	서울특별시 구로구 오류1동	폐지
1153092700	서울특별시 구로구 오류2동	폐지
1153092800	서울특별시 구로구 수궁동	폐지
1154500000	서울특별시 금천구	존재
1154510100	서울특별시 금천구 가산동	존재
1154510200	서울특별시 금천구 독산동	존재
1154510300	서울특별시 금천구 시흥동	존재
1156000000	서울특별시 영등포구	존재
1156000100	서울특별시 영등포구 독산동	폐지
1156000200	서울특별시 영등포구 염창동	폐지
1156000300	서울특별시 영등포구 목동	폐지
1156000400	서울특별시 영등포구 등촌동	폐지
1156000500	서울특별시 영등포구 화곡동	폐지
1156000600	서울특별시 영등포구 신월동	폐지
1156000700	서울특별시 영등포구 마곡동	폐지
1156000800	서울특별시 영등포구 가양동	폐지
1156000900	서울특별시 영등포구 내발산동	폐지
1156001000	서울특별시 영등포구 외발산동	폐지
1156001100	서울특별시 영등포구 공항동	폐지
1156001200	서울특별시 영등포구 방화동	폐지
1156001300	서울특별시 영등포구 과해동	폐지
1156001400	서울특별시 영등포구 신정동	폐지
1156001500	서울특별시 영등포구 오곡동	폐지
1156001600	서울특별시 영등포구 오쇠동	폐지
1156001700	서울특별시 영등포구 구로동	폐지
1156001800	서울특별시 영등포구 가리봉동	폐지
1156001900	서울특별시 영등포구 시흥동	폐지
1156002000	서울특별시 영등포구 고척동	폐지
1156002100	서울특별시 영등포구 개봉동	폐지
1156002200	서울특별시 영등포구 오류동	폐지
1156002300	서울특별시 영등포구 궁동	폐지
1156002400	서울특별시 영등포구 온수동	폐지
1156002500	서울특별시 영등포구 천왕동	폐지
1156002600	서울특별시 영등포구 항동	폐지
1156002700	서울특별시 영등포구 신도림동	폐지
1156002800	서울특별시 영등포구 개화동	폐지
1156002900	서울특별시 영등포구 반포동	폐지
1156003000	서울특별시 영등포구 잠원동	폐지
1156003100	서울특별시 영등포구 서초동	폐지
1156003200	서울특별시 영등포구 양재동	폐지
1156003300	서울특별시 영등포구 우면동	폐지
1156003400	서울특별시 영등포구 원지동	폐지
1156003500	서울특별시 영등포구 노량진동	폐지
1156003600	서울특별시 영등포구 상도동	폐지
1156003700	서울특별시 영등포구 상도제1동	폐지
1156003800	서울특별시 영등포구 봉천동	폐지
1156003900	서울특별시 영등포구 본동	폐지
1156004000	서울특별시 영등포구 흑석동	폐지
1156004100	서울특별시 영등포구 동작동	폐지
1156004200	서울특별시 영등포구 사당동	폐지
1156004300	서울특별시 영등포구 방배동	폐지
1156004400	서울특별시 영등포구 신림동	폐지
1156004500	서울특별시 영등포구 대방동	폐지
1156004600	서울특별시 영등포구 신대방동	폐지
1156004700	서울특별시 영등포구 양평동	폐지
1156010100	서울특별시 영등포구 영등포동	존재
1156010200	서울특별시 영등포구 영등포동1가	존재
1156010300	서울특별시 영등포구 영등포동2가	존재
1156010400	서울특별시 영등포구 영등포동3가	존재
1156010500	서울특별시 영등포구 영등포동4가	존재
1156010600	서울특별시 영등포구 영등포동5가	존재
1156010700	서울특별시 영등포구 영등포동6가	존재
1156010800	서울특별시 영등포구 영등포동7가	존재
1156010900	서울특별시 영등포구 영등포동8가	존재
1156011000	서울특별시 영등포구 여의도동	존재
1156011100	서울특별시 영등포구 당산동1가	존재
1156011200	서울특별시 영등포구 당산동2가	존재
1156011300	서울특별시 영등포구 당산동3가	존재
1156011400	서울특별시 영등포구 당산동4가	존재
1156011500	서울특별시 영등포구 당산동5가	존재
1156011600	서울특별시 영등포구 당산동6가	존재
1156011700	서울특별시 영등포구 당산동	존재
1156011800	서울특별시 영등포구 도림동	존재
1156011900	서울특별시 영등포구 문래동1가	존재
1156012000	서울특별시 영등포구 문래동2가	존재
1156012100	서울특별시 영등포구 문래동3가	존재
1156012200	서울특별시 영등포구 문래동4가	존재
1156012300	서울특별시 영등포구 문래동5가	존재
1156012400	서울특별시 영등포구 문래동6가	존재
1156012500	서울특별시 영등포구 양평동1가	존재
1156012600	서울특별시 영등포구 양평동2가	존재
1156012700	서울특별시 영등포구 양평동3가	존재
1156012800	서울특별시 영등포구 양평동4가	존재
1156012900	서울특별시 영등포구 양평동5가	존재
1156013000	서울특별시 영등포구 양평동6가	존재
1156013100	서울특별시 영등포구 양화동	존재
1156013200	서울특별시 영등포구 신길동	존재
1156013300	서울특별시 영등포구 대림동	존재
1156013400	서울특별시 영등포구 양평동	존재
1156090100	서울특별시 영등포구 영등포1동	폐지
1156090200	서울특별시 영등포구 영등포2동	폐지
1156090300	서울특별시 영등포구 영등포3동	폐지
1156090400	서울특별시 영등포구 당산1동	폐지
1156090500	서울특별시 영등포구 당산2동	폐지
1156090600	서울특별시 영등포구 도림1동	폐지
1156090700	서울특별시 영등포구 도림2동	폐지
1156090800	서울특별시 영등포구 문래1동	폐지
1156090900	서울특별시 영등포구 문래2동	폐지
1156091000	서울특별시 영등포구 양평1동	폐지
1156091100	서울특별시 영등포구 양평2동	폐지
1156091200	서울특별시 영등포구 신길1동	폐지
1156091300	서울특별시 영등포구 신길2동	폐지
1156091400	서울특별시 영등포구 신길3동	폐지
1156091500	서울특별시 영등포구 신길4동	폐지
1156091600	서울특별시 영등포구 신길5동	폐지
1156091700	서울특별시 영등포구 신길6동	폐지
1156091800	서울특별시 영등포구 신길7동	폐지
1156091900	서울특별시 영등포구 대림1동	폐지
1156092000	서울특별시 영등포구 대림2동	폐지
1156092100	서울특별시 영등포구 대림3동	폐지
1159000000	서울특별시 동작구	존재
1159010100	서울특별시 동작구 노량진동	존재
1159010200	서울특별시 동작구 상도동	존재
1159010300	서울특별시 동작구 상도1동	존재
1159010400	서울특별시 동작구 본동	존재
1159010500	서울특별시 동작구 흑석동	존재
1159010600	서울특별시 동작구 동작동	존재
1159010700	서울특별시 동작구 사당동	존재
1159010800	서울특별시 동작구 대방동	존재
1159010900	서울특별시 동작구 신대방동	존재
1159090100	서울특별시 동작구 노량진1동	폐지
1159090200	서울특별시 동작구 노량진2동	폐지
1159090300	서울특별시 동작구 상도2동	폐지
1159090400	서울특별시 동작구 상도3동	폐지
1159090500	서울특별시 동작구 상도4동	폐지
1159090600	서울특별시 동작구 흑석1동	폐지
1159090700	서울특별시 동작구 흑석2동	폐지
1159090800	서울특별시 동작구 흑석3동	폐지
1159090900	서울특별시 동작구 사당1동	폐지
1159091000	서울특별시 동작구 사당2동	폐지
1159091100	서울특별시 동작구 사당3동	폐지
1159091200	서울특별시 동작구 사당4동	폐지
1159091300	서울특별시 동작구 신대방1동	폐지
1159091400	서울특별시 동작구 신대방2동	폐지
1162000000	서울특별시 관악구	존재
1162000100	서울특별시 관악구 대방동	폐지
1162000200	서울특별시 관악구 신대방동	폐지
1162000300	서울특별시 관악구 노량진동	폐지
1162000400	서울특별시 관악구 상도동	폐지
1162000500	서울특별시 관악구 본동	폐지
1162000600	서울특별시 관악구 흑석동	폐지
1162000700	서울특별시 관악구 동작동	폐지
1162000800	서울특별시 관악구 사당동	폐지
1162000900	서울특별시 관악구 방배동	폐지
1162001000	서울특별시 관악구 상도제1동	폐지
1162010100	서울특별시 관악구 봉천동	존재
1162010200	서울특별시 관악구 신림동	존재
1162010300	서울특별시 관악구 남현동	존재
1162090100	서울특별시 관악구 봉천본동	폐지
1162090200	서울특별시 관악구 봉천1동	폐지
1162090300	서울특별시 관악구 봉천2동	폐지
1162090400	서울특별시 관악구 봉천3동	폐지
1162090500	서울특별시 관악구 봉천4동	폐지
1162090600	서울특별시 관악구 봉천5동	폐지
1162090700	서울특별시 관악구 봉천6동	폐지
1162090800	서울특별시 관악구 봉천7동	폐지
1162090900	서울특별시 관악구 봉천8동	폐지
1162091000	서울특별시 관악구 봉천9동	폐지
1162091100	서울특별시 관악구 봉천10동	폐지
1162091200	서울특별시 관악구 봉천11동	폐지
1162091300	서울특별시 관악구 신림본동	폐지
1162091400	서울특별시 관악구 신림1동	폐지
1162091500	서울특별시 관악구 신림2동	폐지
1162091600	서울특별시 관악구 신림3동	폐지
1162091700	서울특별시 관악구 신림4동	폐지
1162091800	서울특별시 관악구 신림5동	폐지
1162091900	서울특별시 관악구 신림6동	폐지
1162092000	서울특별시 관악구 신림7동	폐지
1162092100	서울특별시 관악구 신림8동	폐지
1162092200	서울특별시 관악구 신림9동	폐지
1162092300	서울특별시 관악구 신림10동	폐지
1162092400	서울특별시 관악구 신림11동	폐지
1165000000	서울특별시 서초구	존재
1165000100	서울특별시 서초구 개포동	폐지
1165010100	서울특별시 서초구 방배동	존재
1165010200	서울특별시 서초구 양재동	존재
1165010300	서울특별시 서초구 우면동	존재
1165010400	서울특별시 서초구 원지동	존재
1165010500	서울특별시 서초구 도곡동	폐지
1165010600	서울특별시 서초구 잠원동	존재
1165010700	서울특별시 서초구 반포동	존재
1165010800	서울특별시 서초구 서초동	존재
1165010900	서울특별시 서초구 내곡동	존재
1165011000	서울특별시 서초구 염곡동	존재
1165011100	서울특별시 서초구 신원동	존재
1165011200	서울특별시 서초구 역삼동	폐지
1165011300	서울특별시 서초구 신사동	폐지
1165090100	서울특별시 서초구 서초1동	폐지
1165090200	서울특별시 서초구 서초2동	폐지
1165090300	서울특별시 서초구 서초3동	폐지
1165090400	서울특별시 서초구 반포본동	폐지
1165090500	서울특별시 서초구 반포1동	폐지
1165090600	서울특별시 서초구 반포2동	폐지
1165090700	서울특별시 서초구 반포3동	폐지
1165090800	서울특별시 서초구 방배본동	폐지
1165090900	서울특별시 서초구 방배1동	폐지
1165091000	서울특별시 서초구 방배2동	폐지
1165091100	서울특별시 서초구 방배3동	폐지
1165091200	서울특별시 서초구 도곡1동	폐지
1165091300	서울특별시 서초구 도곡2동	폐지
1168000000	서울특별시 강남구	존재
1168000100	서울특별시 강남구 잠원동	폐지
1168000200	서울특별시 강남구 양재동	폐지
1168000300	서울특별시 강남구 원지동	폐지
1168000400	서울특별시 강남구 우면동	폐지
1168000500	서울특별시 강남구 염곡동	폐지
1168000600	서울특별시 강남구 내곡동	폐지
1168000700	서울특별시 강남구 신원동	폐지
1168000800	서울특별시 강남구 방배동	폐지
1168000900	서울특별시 강남구 하일동	폐지
1168001000	서울특별시 강남구 상일동	폐지
1168001100	서울특별시 강남구 명일동	폐지
1168001200	서울특별시 강남구 고덕동	폐지
1168001300	서울특별시 강남구 암사동	폐지
1168001400	서울특별시 강남구 천호동	폐지
1168001500	서울특별시 강남구 성내동	폐지
1168001600	서울특별시 강남구 풍납동	폐지
1168001700	서울특별시 강남구 길동	폐지
1168001800	서울특별시 강남구 둔촌동	폐지
1168001900	서울특별시 강남구 거여동	폐지
1168002000	서울특별시 강남구 마천동	폐지
1168002100	서울특별시 강남구 방이동	폐지
1168002200	서울특별시 강남구 이동	폐지
1168002300	서울특별시 강남구 오금동	폐지
1168002400	서울특별시 강남구 송파동	폐지
1168002500	서울특별시 강남구 석촌동	폐지
1168002600	서울특별시 강남구 가락동	폐지
1168002700	서울특별시 강남구 문정동	폐지
1168002800	서울특별시 강남구 잠실동	폐지
1168002900	서울특별시 강남구 신천동	폐지
1168003000	서울특별시 강남구 삼전동	폐지
1168003100	서울특별시 강남구 송금동	폐지
1168003200	서울특별시 강남구 장지동	폐지
1168003300	서울특별시 강남구 학동	폐지
1168010100	서울특별시 강남구 역삼동	존재
1168010200	서울특별시 강남구 포이동	폐지
1168010300	서울특별시 강남구 개포동	존재
1168010400	서울특별시 강남구 청담동	존재
1168010500	서울특별시 강남구 삼성동	존재
1168010600	서울특별시 강남구 대치동	존재
1168010700	서울특별시 강남구 신사동	존재
1168010800	서울특별시 강남구 논현동	존재
1168011000	서울특별시 강남구 압구정동	존재
1168011100	서울특별시 강남구 세곡동	존재
1168011200	서울특별시 강남구 자곡동	존재
1168011300	서울특별시 강남구 율현동	존재
1168011400	서울특별시 강남구 일원동	존재
1168011500	서울특별시 강남구 수서동	존재
1168011600	서울특별시 강남구 반포동	폐지
1168011700	서울특별시 강남구 서초동	폐지
1168011800	서울특별시 강남구 도곡동	존재
1168090100	서울특별시 강남구 압구정1동	폐지
1168090200	서울특별시 강남구 압구정2동	폐지
1168090300	서울특별시 강남구 청담1동	폐지
1168090400	서울특별시 강남구 청담2동	폐지
1168090500	서울특별시 강남구 삼성1동	폐지
1168090600	서울특별시 강남구 삼성2동	폐지
1168090700	서울특별시 강남구 대치1동	폐지
1168090800	서울특별시 강남구 대치2동	폐지
1168090900	서울특별시 강남구 대치3동	폐지
1168091000	서울특별시 강남구 대치4동	폐지
1168091100	서울특별시 강남구 역삼1동	폐지
1168091200	서울특별시 강남구 역삼2동	폐지
1168091300	서울특별시 강남구 도곡1동	폐지
1168091400	서울특별시 강남구 도곡2동	폐지
1168091500	서울특별시 강남구 개포1동	폐지
1168091600	서울특별시 강남구 개포2동	폐지
1168091700	서울특별시 강남구 개포3동	폐지
1168091800	서울특별시 강남구 개포4동	폐지
1171000000	서울특별시 송파구	존재
1171010100	서울특별시 송파구 잠실동	존재
1171010200	서울특별시 송파구 신천동	존재
1171010300	서울특별시 송파구 풍납동	존재
1171010400	서울특별시 송파구 송파동	존재
1171010500	서울특별시 송파구 석촌동	존재
1171010600	서울특별시 송파구 삼전동	존재
1171010700	서울특별시 송파구 가락동	존재
1171010800	서울특별시 송파구 문정동	존재
1171010900	서울특별시 송파구 장지동	존재
1171011000	서울특별시 송파구 이동	폐지
1171011100	서울특별시 송파구 방이동	존재
1171011200	서울특별시 송파구 오금동	존재
1171011300	서울특별시 송파구 거여동	존재
1171011400	서울특별시 송파구 마천동	존재
1174000000	서울특별시 강동구	존재
1174000100	서울특별시 강동구 잠실동	폐지
1174000200	서울특별시 강동구 신천동	폐지
1174000300	서울특별시 강동구 풍납동	폐지
1174000400	서울특별시 강동구 송파동	폐지
1174000500	서울특별시 강동구 석촌동	폐지
1174000600	서울특별시 강동구 삼전동	폐지
1174000700	서울특별시 강동구 가락동	폐지
1174000800	서울특별시 강동구 문정동	폐지
1174000900	서울특별시 강동구 장지동	폐지
1174001000	서울특별시 강동구 방이동	폐지
1174001100	서울특별시 강동구 오금동	폐지
1174001200	서울특별시 강동구 거여동	폐지
1174001300	서울특별시 강동구 마천동	폐지
1174001400	서울특별시 강동구 이동	폐지
1174010100	서울특별시 강동구 명일동	존재
1174010200	서울특별시 강동구 고덕동	존재
1174010300	서울특별시 강동구 상일동	존재
1174010400	서울특별시 강동구 하일동	폐지
1174010500	서울특별시 강동구 길동	존재
1174010600	서울특별시 강동구 둔촌동	존재
1174010700	서울특별시 강동구 암사동	존재
1174010800	서울특별시 강동구 성내동	존재
1174010900	서울특별시 강동구 천호동	존재
1174011000	서울특별시 강동구 강일동	존재
