2.5,949,20
0.9,160,20
1.1,333,21
0.9,948,22
2.2,1053,0
2.0,983,0
1.3,748,0
1.9,1037,1
2.2,984,5
1.0,373,6
0.6,400,9
0.7,680,10
0.9,890,10
1.3,742,11
0.8,864,12
1.8,949,12
2.5,718,12
0.9,369,13
1.8,1041,14
1.9,654,15
1.0,949,15
1.5,448,16
2.0,915,16
0.5,702,17
1.7,808,17
1.5,1041,17
2.1,1041,18
2.0,518,18
1.9,642,18
1.4,745,18
2.5,504,19
1.9,1110,19
1.0,551,20
2.2,748,20
1.5,505,20
1.0,87,21
1.0,506,21
1.1,120,22
0.4,160,22
1.8,867,23
0.5,38,23
1.2,977,23
1.1,367,23
1.5,520,5
0.7,1108,7
4.0,718,8
0.7,214,9
1.9,651,8
1.2,506,9
0.3,878,11
0.5,289,12
1.0,504,12
1.0,506,13
1.2,553,13
0.8,119,15
0.8,702,15
2.7,293,15
1.8,982,15
1.0,748,17
1.0,37,18
2.0,1108,18
2.0,300,18
2.0,1102,20
1.1,36,20
1.9,1080,20
2.2,984,21
2.6,744,22
0.9,861,23
1.8,767,0
0.7,1043,0
2.5,949,4
1.4,1078,4
0.9,56,9
2.5,948,10
1.0,949,11
1.5,150,11
1.5,719,12
1.0,1102,13
1.5,215,14
0.3,292,14
2.2,984,14
1.5,1043,15
1.0,1078,15
3.0,520,15
0.4,1108,15
3.2,1075,16
1.9,916,16
2.0,743,17
2.1,576,19
1.1,470,19
1.0,1106,19
2.1,685,19
1.4,808,20
2.2,889,21
1.5,475,21
1.4,131,22
2.0,402,22
1.2,118,23
1.0,1073,1
2.5,400,1
0.3,652,1
0.6,191,2
2.0,978,2
1.5,518,2
2.4,643,9
1.9,744,9
3.4,949,10
2.0,520,10
1.0,504,11
3.7,1043,12
1.0,741,13
2.3,337,13
2.5,521,13
2.8,983,15
3.6,1037,15
3.3,1083,15
1.7,921,16
1.0,164,16
1.0,1109,17
2.4,1044,18
0.5,160,19
3.0,983,21
2.5,169,21
0.3,519,22
1.5,124,22
1.2,440,23
2.5,401,23
2.0,1104,0
2.1,949,0
3.0,984,2
1.5,580,3
1.5,122,3
1.0,1106,7
1.6,889,7
1.9,85,8
0.7,334,8
1.0,60,10
1.5,405,11
1.2,400,11
0.3,505,11
2.1,337,12
1.8,948,12
3.1,1039,14
1.9,1044,14
1.7,471,16
0.1,23,16
3.0,719,17
3.4,743,21
2.5,1044,23
0.6,978,1
3.2,744,1
0.7,1106,2
2.5,400,3
1.1,1110,4
1.9,948,6
3.0,949,7
1.1,574,7
0.7,38,7
2.3,744,8
1.7,1037,8
0.8,808,9
2.0,685,10
0.8,890,10
1.4,1073,11
2.0,520,13
0.6,577,15
2.3,700,15
0.8,1039,15
3.6,699,18
2.1,1102,20
0.5,948,20
2.8,767,20
0.5,681,21
2.9,809,22
1.4,73,2
1.5,1109,3
1.0,1083,5
0.9,370,6
1.0,1108,6
0.4,160,6
1.5,740,8
1.7,948,10
1.5,74,10
3.3,1046,11
0.8,742,12
4.0,743,12
0.8,1044,14
1.4,553,17
3.0,521,19
2.5,867,19
3.2,646,19
0.7,506,19
2.5,915,21
2.5,1053,22
0.0,219,22
0.0,189,22
2.5,1041,23
2.5,920,0
0.7,470,3
2.0,1041,8
0.6,333,9
2.3,400,14
2.3,742,15
1.1,209,17
1.8,1080,17
3.0,1045,17
2.5,949,17
2.0,88,18
1.6,506,19
1.5,652,19
1.1,809,20
0.2,214,22
0.7,335,22
2.1,506,0
0.5,914,1
1.4,333,4
1.5,639,5
1.8,1044,5
0.9,333,7
3.5,648,7
0.7,553,8
0.9,553,9
2.0,717,11
2.1,583,12
3.5,704,12
1.0,333,15
1.0,1083,15
1.4,1079,16
0.2,717,18
1.2,1108,20
1.2,188,22
0.7,767,22
1.7,367,22
0.8,367,23
1.2,977,0
2.5,519,2
1.0,915,2
2.5,400,4
3.7,1083,8
1.7,518,9
1.7,717,9
2.0,948,9
1.5,1110,11
1.2,76,15
2.4,1074,15
0.9,717,16
0.8,1086,16
1.0,1084,18
2.0,949,21
1.2,335,23
0.9,292,0
1.7,1042,0
2.0,1110,2
1.8,1043,8
3.6,773,9
1.6,858,10
2.0,915,10
1.5,1040,10
1.5,337,11
0.4,554,11
1.5,702,12
0.5,652,13
1.4,1110,14
4.0,747,14
0.7,476,14
3.0,949,15
2.5,520,16
1.2,1043,17
1.8,519,18
3.0,920,19
0.8,504,19
1.9,983,19
1.4,949,19
1.1,402,20
1.4,808,21
0.3,518,22
2.0,172,22
3.0,518,22
1.1,470,23
1.7,922,23
0.3,451,0
1.0,67,0
1.0,475,3
2.6,742,5
1.4,1043,5
1.4,948,6
1.4,984,8
1.9,290,9
2.5,518,12
1.4,701,13
1.5,109,13
0.8,645,13
2.0,742,16
2.0,1053,16
2.8,1079,16
2.2,580,16
0.2,983,16
2.6,1053,17
2.0,949,23
1.0,153,0
0.1,185,0
1.0,110,2
3.0,650,3
2.7,920,3
0.7,703,3
0.5,191,4
1.8,65,5
1.1,890,7
1.7,915,10
1.5,137,11
1.6,870,11
2.0,719,14
2.4,916,15
2.0,521,15
1.8,718,16
5.0,1085,16
1.2,984,16
0.6,699,16
0.3,53,19
2.5,1053,20
1.5,1041,21
2.5,719,0
3.1,921,0
1.2,290,0
0.8,948,6
1.6,1043,6
1.5,369,9
1.5,1079,10
1.3,166,10
2.0,949,14
1.9,918,14
4.0,979,18
2.2,741,19
1.5,521,19
2.1,506,22
1.6,773,23
0.6,1040,23
1.6,1044,0
2.3,744,0
1.2,341,1
0.6,717,2
2.5,767,6
1.3,889,6
1.8,1041,8
2.5,984,8
1.6,984,9
2.5,890,9
1.3,922,11
1.0,299,13
1.3,644,14
0.8,471,15
3.4,1075,17
1.9,704,17
2.5,1041,18
0.8,163,18
1.2,878,19
2.0,520,20
2.5,518,21
2.3,949,22
1.2,448,22
0.2,506,1
0.6,1042,2
1.5,1079,3
0.5,771,3
1.5,717,6
2.1,1044,6
1.0,1083,9
0.1,1109,9
4.0,950,11
0.8,370,11
1.7,644,11
3.0,984,11
1.3,369,12
2.1,772,12
1.9,471,13
1.0,72,14
2.3,137,15
2.0,554,16
2.3,1042,16
0.4,889,18
1.4,470,18
1.1,290,19
2.6,203,20
1.6,299,20
1.2,748,20
1.0,1110,21
0.7,688,22
1.6,369,23
2.0,949,23
2.2,883,23
1.0,642,4
1.2,745,4
3.3,1046,5
0.8,654,6
1.7,400,9
0.8,70,11
2.6,980,12
2.6,985,14
1.2,299,15
1.2,768,17
2.0,650,18
1.3,875,18
3.3,553,18
1.4,152,18
1.7,915,19
1.0,476,19
3.0,1039,20
1.4,1053,20
1.2,122,20
0.6,69,21
2.0,518,23
1.7,742,4
0.6,294,4
1.6,871,4
1.2,405,6
1.7,471,7
1.8,520,9
0.5,915,9
4.0,921,10
4.5,744,13
0.6,742,13
1.4,654,13
0.4,519,16
2.6,1040,18
0.6,553,19
2.5,1075,20
1.0,681,22
1.3,553,23
0.0,220,23
2.0,519,3
1.5,577,8
0.8,370,8
0.7,949,8
1.0,473,9
1.5,1037,11
2.4,1037,15
2.1,1044,16
1.0,876,17
1.8,742,19
0.8,1074,21
2.6,1104,23
3.2,1041,2
2.0,717,3
1.0,505,7
3.8,774,8
0.9,220,13
1.3,506,13
2.0,644,14
1.2,577,14
0.9,473,15
2.8,579,17
1.0,163,17
0.9,76,17
1.0,978,18
2.4,1110,0
1.3,335,3
2.0,505,3
3.5,1104,3
3.9,1075,3
1.2,704,4
2.5,1044,4
1.8,652,8
3.0,918,13
1.0,774,14
2.0,977,14
2.5,577,16
1.5,744,17
1.1,400,18
3.5,1111,18
1.2,76,19
1.0,403,0
1.4,553,1
0.4,767,2
1.0,768,9
1.6,504,9
3.5,1075,9
2.0,1108,10
1.5,948,10
1.5,518,11
1.9,292,17
1.4,1053,17
0.8,506,17
1.1,1042,18
1.0,949,20
1.5,400,20
0.7,1108,1
1.6,553,7
1.0,160,7
1.0,201,7
0.6,697,10
0.0,983,12
1.4,865,13
1.2,405,14
0.7,146,16
2.0,1108,18
1.1,160,18
1.3,470,18
2.5,918,19
2.1,337,20
2.1,197,22
1.0,368,22
2.0,403,22
1.1,889,23
1.6,506,23
1.1,335,23
2.0,520,23
2.2,303,0
0.2,23,1
0.8,550,5
1.0,1109,9
1.2,914,11
0.4,366,12
2.5,1080,16
2.0,290,19
2.4,702,19
0.8,287,20
0.8,1109,20
0.5,476,21
1.4,1103,22
2.9,949,0
2.0,400,1
1.4,984,7
2.6,196,9
2.0,948,11
3.0,1049,12
2.2,883,14
2.4,766,14
2.0,1080,15
2.6,579,16
2.0,983,17
1.6,719,19
0.5,1108,20
1.5,197,21
1.8,808,21
1.1,504,22
0.7,335,22
2.8,1083,23
1.6,58,6
3.0,920,7
2.3,808,8
2.0,984,8
1.6,717,9
1.7,333,9
0.9,403,9
2.6,920,10
1.5,214,11
1.6,519,11
0.5,370,11
1.8,300,14
0.9,551,14
3.7,335,18
0.8,191,18
0.7,699,18
1.0,1044,19
1.3,745,20
3.2,948,23
2.1,583,0
1.9,890,1
1.0,504,2
2.2,742,2
1.5,299,6
0.6,681,8
1.4,984,8
1.0,519,10
2.5,140,12
0.6,1037,17
1.5,878,17
2.1,921,19
1.7,702,19
3.0,918,20
1.5,1107,20
1.6,402,21
0.8,867,22
0.5,1039,23
0.6,214,23
1.5,949,0
1.6,551,0
0.8,453,0
1.7,520,1
0.6,767,2
0.7,554,2
2.9,1083,3
1.5,367,4
1.5,506,5
2.0,920,11
2.3,1077,12
1.7,858,13
0.8,504,13
1.2,978,14
2.3,576,15
2.0,1111,17
1.4,648,18
1.5,153,18
1.8,984,19
1.5,1043,19
1.3,186,20
2.8,983,20
0.4,889,20
0.5,885,20
1.3,287,22
0.3,1108,0
2.0,1037,1
1.7,553,4
1.5,370,4
2.2,742,6
0.8,691,8
2.7,553,10
1.8,948,10
0.8,307,11
1.5,367,11
1.3,768,12
1.3,76,16
2.1,300,18
1.2,77,19
2.0,63,19
0.7,518,20
1.0,401,21
0.8,475,21
1.0,1108,0
1.1,290,0
2.0,978,3
1.5,949,3
0.9,504,3
2.1,580,5
1.5,155,8
2.0,299,9
3.0,875,9
0.7,1037,9
0.8,1086,10
0.7,61,11
4.0,335,12
1.2,552,13
0.9,160,16
2.0,220,17
3.1,582,18
1.6,767,19
1.3,718,21
2.0,742,23
1.8,335,5
1.1,125,9
3.5,194,12
1.5,1110,13
1.0,745,14
1.5,948,14
2.5,749,14
0.8,462,18
1.0,914,19
2.5,867,19
1.0,447,21
2.0,978,22
3.5,948,22
1.8,84,2
1.1,807,3
1.1,472,4
1.5,1108,5
1.5,404,6
1.0,742,8
1.7,553,11
1.0,1037,11
0.1,214,11
1.0,69,13
0.9,438,15
1.1,742,19
1.6,978,20
1.5,984,1
6.5,551,3
1.5,220,5
1.3,202,7
1.9,211,9
3.5,772,9
1.4,472,11
1.0,553,12
1.1,718,13
1.4,577,13
2.3,650,15
1.1,704,18
0.9,807,19
1.7,519,20
0.9,742,22
1.2,742,0
0.7,1037,1
1.0,295,3
2.3,76,6
0.8,160,6
1.5,698,11
1.8,1079,14
1.5,1043,16
1.3,873,16
0.9,1108,17
2.9,582,17
2.0,1107,20
0.1,1039,21
1.2,75,23
1.4,401,23
0.7,949,0
2.0,518,1
1.1,742,1
2.5,747,2
2.3,191,2
1.5,114,5
0.4,288,9
1.7,809,18
3.1,188,18
0.6,20,18
0.7,741,19
1.0,404,19
0.8,653,20
1.8,1043,20
2.4,1076,20
1.8,652,21
1.6,767,21
0.7,335,22
0.3,890,22
0.8,451,0
2.6,195,5
2.0,984,6
1.7,740,7
1.7,553,8
0.5,144,9
0.9,886,9
0.9,890,12
1.7,75,13
1.5,773,13
1.2,553,13
2.8,1077,14
2.5,807,14
1.0,1037,15
5.3,920,15
1.1,400,16
1.6,576,21
2.7,553,21
1.6,767,0
2.5,520,0
1.4,766,3
2.8,1073,5
1.6,337,12
1.6,884,12
2.8,438,12
1.6,742,12
1.5,878,12
1.5,374,13
1.4,742,13
2.3,473,13
2.0,977,14
1.4,373,15
1.3,520,19
1.2,1078,20
1.1,373,21
1.2,160,23
2.0,1110,23
1.5,948,2
1.0,400,6
0.8,949,9
2.0,155,11
2.1,807,12
1.6,949,14
0.8,1076,14
1.1,119,16
2.1,773,17
0.8,2,19
1.0,948,20
0.8,949,21
1.9,742,22
1.4,861,3
1.5,554,3
0.6,25,9
1.0,743,9
1.0,405,9
1.9,700,11
1.2,370,13
2.0,1045,13
2.0,978,13
1.3,220,15
0.6,64,16
0.7,574,18
0.9,371,18
1.8,337,22
2.0,1049,23
1.1,458,1
0.7,1110,3
1.3,718,10
1.2,1037,10
2.1,553,11
1.5,697,12
3.0,982,12
1.0,403,13
1.0,1040,15
2.0,550,16
0.8,914,17
2.4,742,17
1.7,809,19
2.0,1106,19
3.0,1081,20
1.0,163,20
0.5,719,21
1.0,294,22
2.5,949,23
1.1,808,0
2.0,1109,0
0.8,292,0
1.4,1037,0
5.1,553,3
1.3,884,6
1.5,949,8
0.5,519,9
1.1,505,10
2.0,1073,10
0.7,885,13
1.5,878,13
1.7,520,14
1.7,1037,14
1.2,774,15
1.2,774,15
2.0,1043,17
1.2,299,17
1.2,745,17
2.7,949,17
2.0,75,18
1.2,472,18
1.0,1037,19
1.7,1086,19
1.0,861,20
2.0,100,20
1.0,774,20
1.2,767,23
1.1,214,0
3.3,553,1
1.0,110,8
1.5,1043,9
1.1,216,9
1.0,1109,10
0.2,808,11
1.2,339,12
2.5,1111,15
1.0,1102,17
2.2,949,19
1.9,1042,22
3.0,520,22
1.5,741,23
1.5,551,0
0.8,146,1
1.5,65,2
2.5,1073,3
1.0,38,5
2.0,1106,6
1.5,1110,9
1.9,299,15
1.4,449,16
2.5,1104,17
1.7,1041,17
1.7,341,20
1.7,339,20
1.5,642,22
2.6,889,22
0.5,1041,23
1.5,371,12
1.8,869,12
1.1,697,12
2.1,400,13
0.8,948,13
1.5,1043,14
1.5,473,15
2.8,203,15
2.2,977,15
0.4,948,20
1.7,476,22
1.3,1073,0
1.5,554,0
1.3,807,1
1.1,337,3
1.9,518,3
0.8,402,3
1.8,984,7
2.7,949,8
2.7,742,9
1.9,1073,10
1.0,767,12
1.3,470,12
2.3,644,13
3.6,1104,13
1.0,369,14
1.7,1044,16
1.6,948,17
0.5,771,18
1.5,475,18
1.0,370,18
1.0,36,21
2.9,582,22
2.4,918,23
2.5,982,3
0.8,38,9
1.3,767,11
1.3,886,11
1.0,374,14
1.0,550,17
1.0,948,19
1.5,1110,20
1.8,169,20
1.3,504,21
0.7,505,1
1.5,767,2
2.2,1039,5
0.8,132,11
1.5,948,11
1.5,506,12
1.2,887,13
0.7,333,14
2.0,1103,14
1.2,470,15
0.8,295,15
1.0,368,17
1.0,1073,19
1.3,767,20
2.0,154,21
1.5,404,23
2.5,920,23
1.0,504,23
1.0,504,0
0.7,977,0
1.5,1053,2
2.2,883,5
1.2,767,6
2.1,742,7
0.9,719,8
0.7,771,9
0.6,858,9
1.3,64,10
3.0,470,12
0.3,767,13
1.2,214,13
2.3,203,13
2.4,948,13
1.0,160,15
2.0,1110,15
1.5,552,15
4.5,553,15
3.0,520,16
1.2,160,16
1.3,717,16
1.8,1107,17
1.8,337,22
1.0,767,23
0.5,863,2
1.5,124,2
2.7,307,4
2.0,1080,6
1.5,370,6
0.7,289,7
0.7,697,8
1.4,984,8
1.0,1086,8
1.1,551,8
2.5,979,12
1.5,476,13
2.1,518,15
0.5,1110,20
2.6,982,21
1.3,1079,1
1.7,742,1
1.4,290,5
1.0,504,6
1.0,473,7
2.3,949,10
1.4,163,11
1.2,890,12
1.2,150,15
0.5,984,16
0.7,1043,16
0.8,402,17
3.0,704,19
1.0,149,19
3.0,507,21
1.9,809,23
1.0,948,0
0.2,651,3
1.3,401,4
1.2,290,8
0.5,646,9
3.3,1075,15
1.5,401,15
2.5,719,16
1.0,867,16
0.5,699,17
1.3,983,18
3.0,518,19
0.3,1086,19
0.7,766,20
1.9,1110,20
1.0,506,20
2.5,717,0
0.8,652,1
1.0,371,1
0.5,472,2
1.0,772,3
2.2,918,4
0.6,578,6
1.7,1086,7
2.0,948,11
2.6,650,11
1.3,719,12
2.5,1083,14
1.3,742,14
0.5,405,14
1.4,551,16
0.8,11,16
1.7,160,17
1.0,1073,17
2.6,336,20
2.9,1075,20
0.9,808,22
1.3,1108,22
1.8,337,4
1.0,214,6
1.5,741,8
0.5,73,11
1.2,1080,11
2.0,1086,11
0.5,520,11
1.5,948,12
2.4,299,12
2.0,808,12
3.3,1111,12
1.0,333,16
1.5,719,17
1.2,704,18
1.5,1037,20
1.0,505,20
1.6,915,20
3.1,921,20
1.2,767,23
2.0,1108,23
0.9,948,1
0.6,1084,1
0.6,76,2
1.4,743,3
1.9,580,13
1.2,575,14
1.7,702,14
1.6,698,18
1.7,504,19
1.0,215,20
1.0,552,21
0.6,554,21
0.5,400,22
1.7,699,23
0.6,123,6
1.5,401,8
0.3,1109,9
1.8,890,12
1.6,1109,12
3.3,772,13
2.2,740,19
1.0,146,21
0.5,1037,23
1.2,215,14
1.2,335,18
1.0,341,19
1.7,76,19
1.5,1110,19
0.5,741,20
2.0,808,21
2.0,1044,0
0.6,948,0
1.6,1041,2
0.5,948,2
1.9,582,2
0.6,681,4
3.0,215,5
1.5,1078,11
0.8,699,12
2.0,717,12
0.4,1110,12
1.4,370,13
0.7,456,14
1.0,1050,16
1.0,1043,17
2.4,867,19
0.8,742,20
1.2,767,21
1.1,949,0
3.2,336,2
0.6,1085,2
0.6,767,2
1.3,401,5
0.7,1037,6
1.7,438,8
2.0,553,8
1.2,470,10
2.0,1043,12
1.5,57,14
3.5,1077,16
2.5,553,17
2.2,1037,18
1.1,373,19
0.8,861,22
1.3,373,23
2.0,984,2
1.3,717,4
1.0,554,10
0.8,136,12
2.8,203,12
1.4,701,17
2.0,520,17
2.0,1107,17
1.8,214,17
1.3,521,18
1.3,1040,20
2.0,1108,21
1.2,868,22
1.7,506,2
1.4,651,3
1.2,1077,9
1.7,867,13
0.8,742,13
3.7,949,14
1.2,505,14
2.5,744,18
3.6,1104,21
0.2,160,21
2.0,520,3
2.5,576,3
2.2,807,6
0.8,143,7
1.5,717,8
2.4,1079,12
2.5,1080,13
2.3,718,14
1.0,215,14
1.0,367,14
2.1,189,15
1.2,771,20
1.5,702,21
1.1,476,21
2.0,1107,22
2.0,1106,5
1.5,745,11
1.8,475,14
0.7,809,16
1.5,949,16
1.2,809,17
0.6,504,17
1.5,300,17
1.3,773,18
0.6,742,22
2.0,1080,23
2.1,579,23
1.0,506,0
1.0,719,0
1.0,404,2
2.4,889,5
1.0,520,9
1.0,160,11
1.0,521,12
1.7,698,17
1.0,365,19
1.7,400,19
2.0,520,19
1.5,374,1
0.8,404,4
2.5,337,5
3.8,553,5
1.1,125,12
0.7,12,12
1.2,1037,12
1.3,440,13
1.3,504,16
1.5,717,17
1.7,1041,18
0.8,370,18
1.2,808,18
1.3,299,20
0.3,702,20
2.6,550,22
1.2,404,0
1.2,1110,3
2.7,299,3
0.7,401,10
2.3,645,11
4.8,1042,13
0.5,809,13
1.7,876,15
0.9,341,15
2.5,1086,15
1.6,1073,17
2.7,213,17
2.0,742,17
2.5,553,17
1.5,1078,18
3.0,772,18
0.7,691,19
0.6,949,19
0.8,292,19
1.6,748,0
1.7,403,1
0.5,745,1
1.7,808,4
1.5,131,4
1.0,680,6
1.0,948,7
2.2,1042,11
3.0,718,12
3.0,1073,12
2.0,890,13
1.4,296,13
1.5,400,14
1.4,215,15
3.5,772,15
2.6,553,18
1.1,504,19
1.7,889,20
1.5,449,21
1.1,553,23
2.6,890,1
1.0,1042,2
1.8,1110,5
2.7,747,7
1.9,553,9
0.5,915,11
0.9,948,11
1.8,948,12
0.1,1041,13
1.2,741,15
0.8,550,19
3.2,580,20
1.2,83,23
2.2,582,23
3.5,1040,23
1.0,402,0
1.2,24,10
0.8,292,11
2.0,518,12
1.1,404,13
0.8,948,15
1.4,1086,17
2.7,744,17
0.7,504,20
2.6,550,20
2.0,520,6
1.8,742,8
0.5,808,11
1.4,742,12
1.0,948,13
1.4,335,15
1.4,519,16
1.3,401,17
3.0,949,17
0.8,337,18
2.5,581,22
1.4,212,2
2.0,1076,2
2.5,575,4
2.5,875,4
0.3,370,7
2.6,1080,8
1.2,948,9
1.2,977,12
