,0,1
3614,1600,505
3615,1100,372
3616,1200,742
3617,1200,775
3618,900,697
3619,2000,741
3620,1500,473
3621,1000,72
3622,2500,1111
3623,1200,111
3624,1500,948
3625,3900,405
3626,1200,861
3627,1000,767
3628,800,551
3629,1500,1109
3630,2200,948
3631,1200,948
3632,900,339
3633,1600,300
3634,1500,717
3635,2000,519
3636,700,333
3637,1000,160
3638,3000,1104
3639,300,742
3640,2000,1109
3641,1000,741
3642,1600,400
3643,2000,1080
3644,3500,1074
3645,1000,185
3646,2000,337
3647,2000,1108
3648,1400,915
3649,2100,1039
3650,1300,300
3651,2000,1106
3652,2400,742
3653,1000,373
3654,2300,772
3655,1500,519
3656,1800,808
3657,500,215
3658,1800,808
3659,1700,1043
3660,1200,299
3661,1500,73
3662,1100,402
3663,2400,1044
3664,1400,1053
3665,800,1106
3666,600,147
3667,700,774
3668,2200,550
3669,1500,36
3670,1100,367
3671,1300,645
3672,1800,1037
3673,1500,401
3674,2000,718
3675,1500,1108
3676,1800,504
3677,1200,1073
3678,700,915
3679,1000,470
3680,1500,1042
3681,500,366
3682,900,69
3683,1000,948
3684,500,1041
3685,1000,405
3686,3400,809
3687,2200,550
3688,1200,1041
3689,2000,717
3690,600,405
3691,1800,767
3692,2500,507
3693,1900,576
3694,900,767
3695,2600,650
3696,2700,744
3697,1500,948
3698,800,300
3699,1200,745
3700,2400,553
3701,1300,339
3702,800,697
3703,1400,922
3704,1600,553
3705,2300,400
3706,500,1037
3707,1900,550
3708,3700,704
3709,900,299
3710,1100,889
3711,100,451
3712,1600,292
3713,1000,554
3714,1300,687
3715,2700,1042
3716,3000,140
3717,2000,165
3718,1200,742
3719,1900,748
3720,400,1109
3721,1200,767
3722,900,201
3723,1100,1039
3724,1100,948
3725,2200,640
3726,1000,368
3727,6300,919
3728,2000,475
3729,1100,470
3730,1000,767
3731,2500,717
3732,700,587
3733,1300,405
3734,2000,949
3735,2000,809
3736,1000,861
3737,1400,1107
3738,1700,884
3739,1400,920
3740,1600,75
3741,1800,475
3742,400,1109
3743,1900,915
3744,700,691
3745,400,1037
3746,1700,949
3747,1100,948
3748,1400,1043
3749,1700,339
3750,600,808
3751,1300,505
3752,2400,777
3753,2000,742
3754,1300,949
3755,700,949
3756,1800,916
3757,1500,1079
3758,1000,456
3759,700,767
3760,1600,449
3761,1100,66
3762,1300,651
3763,800,949
3764,1700,163
3765,200,337
3766,3800,920
3767,2000,719
3768,2000,984
3769,1000,717
3770,1600,702
3771,1700,948
3772,1100,742
3773,1200,1042
3774,2600,587
3775,3000,337
3776,2100,69
3777,1000,370
3778,600,694
3779,1100,922
3780,1400,160
3781,1100,654
3782,1000,687
3783,1300,1040
3784,1500,205
3785,1500,717
3786,1600,22
3787,2500,554
3788,1500,520
3789,1900,742
3790,1500,718
3791,2000,520
3792,1000,915
3793,1200,471
3794,1800,1042
3795,600,742
3796,1600,1110
3797,1200,698
3798,1300,371
3799,100,1106
3800,2600,772
3801,3100,743
3802,1600,506
3803,1200,889
3804,1300,473
3805,1500,339
3806,600,371
3807,1200,808
3808,3200,742
3809,2100,401
3810,1200,108
3811,1600,949
3812,1100,519
3813,600,868
3814,2000,654
3815,1400,877
3816,1000,717
3817,1600,948
3818,2000,341
3819,3000,580
3820,800,307
3821,1100,809
3822,2500,123
3823,1000,403
3824,900,84
3825,1600,587
3826,500,718
3827,1100,287
3828,700,949
3829,2000,650
3830,500,519
3831,1000,576
3832,1200,366
3833,600,519
3834,1500,1043
3835,1000,1079
3836,1500,333
3837,1100,403
3838,1000,889
3839,1800,718
3840,2100,474
3841,700,578
3842,2300,1053
3843,1700,1084
3844,1400,742
3845,1200,290
3846,500,214
3847,1600,977
3848,1800,948
3849,1300,948
3850,1200,867
3851,1800,307
3852,800,29
3853,1200,984
3854,2000,767
3855,1100,915
3856,100,67
3857,1600,519
3858,1900,75
3859,1000,337
3860,3100,949
3861,1600,948
3862,400,519
3863,3300,1083
3864,1300,367
3865,2200,553
3866,1800,1040
3867,2500,771
3868,1000,717
3869,1100,864
3870,2100,719
3871,700,373
3872,800,984
3873,1000,915
3874,900,1106
3875,3700,1083
3876,2300,700
3877,2000,462
3878,1700,506
3879,2200,1045
3880,1500,767
3881,2600,1075
3882,2800,1039
3883,1500,1073
3884,1100,867
3885,600,1109
3886,2000,575
3887,2100,521
3888,1600,870
3889,1800,1044
3890,1200,127
3891,2600,767
3892,2000,978
3893,3000,977
3894,300,553
3895,3000,982
3896,1000,1109
3897,1400,471
3898,1900,579
3899,4000,982
3900,1200,1084
3901,1500,519
3902,500,1041
3903,1200,1109
3904,2000,719
3905,1000,369
3906,1700,1041
3907,1500,717
3908,1200,702
3909,1300,748
3910,2700,1111
3911,1500,403
3912,800,921
3913,4100,984
3914,1100,978
3915,2000,137
3916,500,519
3917,1700,186
3918,2200,650
3919,4000,742
3920,1000,292
3921,2000,519
3922,1000,809
3923,800,886
3924,1400,718
3925,1200,771
3926,1900,702
3927,2000,475
3928,1200,191
3929,600,767
3930,2000,920
3931,2200,650
3932,1700,742
3933,500,889
3934,1500,1076
3935,1300,1109
3936,200,745
3937,2000,1107
3938,1500,333
3939,2800,1046
3940,1200,949
3941,1000,679
3942,1500,1109
3943,1200,1043
3944,800,889
3945,1400,741
3946,1200,13
3947,1000,370
3948,1000,771
3949,2300,741
3950,2500,719
3951,3000,169
3952,900,335
3953,2000,197
3954,1700,580
3955,2700,809
3956,1200,809
3957,1600,1080
3958,1800,337
3959,1500,1042
3960,1400,870
3961,1200,368
3962,400,652
3963,1400,744
3964,2100,948
3965,800,290
3966,3000,718
3967,3000,520
3968,1600,982
3969,3000,519
3970,2000,699
3971,1200,685
3972,300,368
3973,1000,76
3974,1200,553
3975,2000,651
3976,1800,742
3977,2500,337
3978,2300,400
3979,2100,473
3980,2000,984
3981,1000,1110
3982,1800,553
3983,1500,640
3984,300,767
3985,1700,466
3986,2700,553
3987,800,1102
3988,1200,203
3989,2600,772
3990,2100,473
3991,4000,1083
3992,1000,506
3993,2500,550
3994,1800,741
3995,1300,809
3996,1200,1042
3997,2500,742
3998,1200,57
3999,1500,1037
4000,900,506
4001,1200,29
4002,1500,1108
4003,800,146
4004,2500,337
4005,2200,1042
4006,2000,1107
4007,4000,982
4008,1700,298
4009,1000,169
4010,1700,740
4011,1500,518
4012,1200,890
4013,600,808
4014,1000,1043
4015,700,446
4016,2000,742
4017,1700,504
4018,1000,772
4019,800,922
4020,2000,1039
4021,500,370
4022,1500,333
4023,1500,580
4024,1400,116
4025,2000,462
4026,2400,553
4027,1900,644
4028,2800,873
4029,1000,298
4030,1300,644
4031,1000,504
4032,3800,1083
4033,2000,1110
4034,1600,160
4035,700,405
4036,1500,215
4037,1400,1037
4038,1900,949
4039,400,766
4040,1300,719
4041,1400,977
4042,1300,808
4043,3300,1083
4044,500,453
4045,1600,518
4046,2200,949
4047,1500,205
4048,1000,651
4049,500,1037
4050,1800,741
4051,1300,949
4052,1200,915
4053,800,742
4054,1500,719
4055,1500,1083
4056,1200,339
4057,1900,504
4058,2000,1043
4059,1200,948
4060,700,337
4061,2000,1111
4062,1000,123
4063,2000,741
4064,600,475
4065,800,56
4066,500,741
4067,1900,400
4068,1500,640
4069,1800,405
4070,2500,948
4071,1600,1037
4072,300,518
4073,1900,553
4074,800,504
4075,1000,370
4076,200,55
4077,2400,742
4078,500,504
4079,1000,506
4080,1000,697
4081,500,978
4082,1500,1086
4083,500,292
4084,800,37
4085,800,76
4086,1000,291
4087,1200,949
4088,1800,742
4089,500,453
4090,600,67
4091,1100,767
4092,2800,1044
4093,1500,890
4094,700,1037
4095,1400,742
4096,1500,948
4097,1800,887
4098,2000,88
4099,600,300
4100,1600,949
4101,2200,984
4102,200,1110
4103,1500,884
4104,1500,1037
4105,500,220
4106,1700,920
4107,2000,520
4108,1800,1044
4109,800,687
4110,2100,807
4111,1900,1037
4112,2400,983
4113,600,681
4114,3000,462
4115,1900,335
4116,700,1039
4117,700,143
4118,3400,719
4119,1500,809
4120,3500,1040
4121,200,915
4122,1100,984
4123,400,635
4124,1400,1079
4125,1600,520
4126,800,1086
4127,800,371
4128,600,160
4129,1200,1078
4130,1000,717
4131,2000,470
4132,1000,653
4133,1000,296
4134,800,949
4135,1500,37
4136,500,638
4137,1400,553
4138,2100,984
4139,900,742
4140,2000,400
4141,800,367
4142,500,699
4143,800,505
4144,3000,717
4145,3000,1039
4146,2000,518
4147,400,160
4148,1500,506
4149,1800,645
4150,1000,878
4151,2100,742
4152,3100,718
4153,300,679
4154,1300,874
4155,1500,1047
4156,2300,744
4157,1500,984
4158,1200,581
4159,1600,922
4160,1600,520
4161,1900,400
4162,1400,949
4163,2300,1044
4164,2300,807
4165,1000,1110
4166,1600,700
4167,1600,740
4168,1500,214
4169,1100,372
4170,4000,646
4171,1500,984
4172,500,160
4173,1000,454
4174,1000,867
4175,1500,808
4176,3800,772
4177,2300,654
4178,1400,335
4179,400,1044
4180,1100,861
4181,3300,717
4182,2100,554
4183,1600,520
4184,1500,1037
4185,1500,298
4186,1600,554
4187,1700,299
4188,1400,651
4189,3000,719
4190,2000,644
4191,1200,201
4192,500,808
4193,1300,809
4194,1000,370
4195,1000,1037
4196,600,1109
4197,500,774
4198,1000,808
4199,2100,1107
4200,1800,652
4201,1500,449
4202,1500,519
4203,1000,34
4204,2500,704
4205,1800,576
4206,2500,554
4207,2500,1074
4208,2600,744
4209,1800,809
4210,1300,922
4211,1800,742
4212,1500,1106
4213,1900,521
4214,3700,949
4215,2000,1109
4216,1300,748
4217,600,335
4218,1700,1041
4219,1400,984
4220,1500,164
4221,1300,701
4222,800,76
4223,1000,68
4224,800,977
4225,1700,337
4226,1200,160
4227,1800,1073
4228,2000,520
4229,600,575
4230,700,697
4231,1000,1040
4232,1400,767
4233,1800,977
4234,1500,155
4235,2000,518
4236,3000,576
4237,900,506
4238,1600,1079
4239,900,742
4240,3100,1040
4241,2000,153
4242,1500,1109
4243,1800,889
4244,3800,553
4245,1200,400
4246,2100,766
4247,1500,64
4248,2000,521
4249,1700,550
4250,1900,1043
4251,1600,701
4252,1300,507
4253,700,552
4254,1600,553
4255,300,774
4256,1700,187
4257,2800,75
4258,1500,718
4259,1400,740
4260,2000,948
4261,1000,679
4262,500,373
4263,500,697
4264,1000,948
4265,1200,697
4266,1300,654
4267,1000,110
4268,1500,1102
4269,2000,403
4270,1300,809
4271,800,915
4272,3100,1111
4273,1500,920
4274,500,289
4275,1400,949
4276,900,550
4277,500,860
4278,2900,1042
4279,1500,519
4280,2500,773
4281,900,400
4282,2400,213
4283,1200,949
4284,2700,949
4285,1000,370
4286,1300,339
4287,1200,768
4288,1300,1110
4289,2000,719
4290,1100,920
4291,1700,296
4292,500,652
4293,800,553
4294,1400,644
4295,1500,742
4296,1800,890
4297,1900,116
4298,1500,719
4299,2000,521
4300,500,745
4301,400,581
4302,1600,772
4303,700,808
4304,1500,719
4305,1000,334
4306,1300,1037
4307,1600,698
4308,1600,717
4309,1200,550
4310,1600,949
4311,900,771
4312,1200,1075
4313,300,915
4314,1900,505
4315,1300,1043
4316,700,335
4317,2300,650
4318,1500,405
4319,300,52
4320,1500,337
4321,1500,337
4322,1500,719
4323,2000,339
4324,1800,163
4325,1300,914
4326,1500,518
4327,1100,767
4328,600,4
4329,3000,742
4330,500,160
4331,800,60
4332,1400,949
4333,1100,553
4334,2000,1102
4335,5400,752
4336,800,949
4337,1200,977
4338,600,742
4339,1700,337
4340,1600,889
4341,1200,718
4342,1000,369
4343,1000,160
4344,1800,576
4345,1500,400
4346,1200,1041
4347,1500,773
4348,1000,215
4349,1300,335
4350,2000,213
4351,1000,214
4352,1500,717
4353,1800,300
4354,1600,1107
4355,1500,1037
4356,600,300
4357,800,307
4358,2000,550
4359,2000,470
4360,1200,188
4361,900,33
4362,1500,922
4363,1500,1085
4364,2000,1046
4365,1200,186
4366,1800,1044
4367,1300,745
4368,2800,462
4369,2500,652
4370,2100,771
4371,1200,551
4372,1000,577
4373,700,774
4374,1000,110
4375,1200,116
4376,700,84
4377,2900,646
4378,3000,984
4379,2000,1081
4380,2100,553
4381,500,767
4382,1000,75
4383,1700,773
4384,1300,922
4385,3800,807
4386,800,292
4387,1100,1079
4388,1000,373
4389,2000,1106
4390,600,505
4391,900,653
4392,1400,977
4393,1300,116
4394,800,1086
4395,1500,717
4396,1100,163
4397,2000,742
4398,1200,1037
4399,1000,575
4400,500,56
4401,1800,1074
4402,2000,701
4403,1300,551
4404,1600,469
4405,1000,470
4406,2000,1045
4407,1500,403
4408,2300,921
4409,1100,64
4410,1500,977
4411,2600,579
4412,2400,742
4413,700,767
4414,1900,1043
4415,2700,918
4416,1600,654
4417,2000,220
4418,2000,521
4419,1200,742
4420,900,949
4421,1800,918
4422,2000,400
4423,2000,1080
4424,1000,476
4425,2000,336
4426,1500,215
4427,1300,771
4428,1000,767
4429,2700,645
4430,1600,449
4431,2000,1107
4432,1000,1077
4433,700,809
4434,1000,551
4435,900,889
4436,1900,579
4437,2000,582
4438,500,652
4439,2700,1080
4440,1500,809
4441,700,771
4442,0,582
4443,1000,290
4444,1100,367
4445,1300,579
4446,1300,49
4447,1500,977
4448,200,949
4449,2800,920
4450,2200,1044
4451,1500,13
4452,600,504
4453,1500,702
4454,1300,921
4455,1000,1043
4456,1900,890
4457,1800,742
4458,1000,368
4459,800,1075
4460,1100,1041
4461,2300,370
4462,2300,1104
4463,600,374
4464,3000,704
4465,2500,949
4466,0,575
4467,500,185
4468,1000,7
4469,2200,1077
4470,2000,518
4471,2000,401
4472,1200,687
4473,1200,698
4474,1700,219
4475,600,689
4476,2600,136
4477,700,1043
4478,500,38
4479,800,984
4480,2000,521
4481,3000,977
4482,1300,334
4483,1500,519
4484,1300,339
4485,1800,948
4486,1600,922
4487,2000,700
4488,2500,298
4489,1500,1108
4490,1500,742
4491,1000,473
4492,300,697
4493,700,808
4494,1000,474
4495,3500,553
4496,2000,165
4497,2300,920
4498,1000,771
4499,1700,580
4500,500,915
4501,2200,807
4502,2000,367
4503,1900,1107
4504,1200,153
4505,600,652
4506,1000,1110
4507,2000,519
4508,0,582
4509,700,31
4510,1700,554
4511,1100,506
4512,1300,767
4513,4800,950
4514,2000,1102
4515,700,30
4516,1500,439
4517,2300,718
4518,1500,506
4519,1200,506
4520,1700,742
4521,1000,520
4522,2000,576
4523,2000,1104
4524,1300,698
4525,1800,520
4526,2900,400
4527,1300,768
4528,1200,1073
4529,1000,890
4530,1500,949
4531,1000,370
4532,800,742
4533,1700,553
4534,800,652
4535,2000,404
4536,1000,890
4537,1500,719
4538,2500,1083
4539,2000,335
4540,2500,718
4541,2400,1083
4542,1500,475
4543,3300,1111
4544,1000,859
4545,1100,948
4546,500,873
4547,600,472
4548,1600,1084
4549,2100,776
4550,1200,146
4551,2500,920
4552,2300,808
4553,1300,341
4554,2000,1083
4555,1600,403
4556,1300,70
4557,1500,581
4558,4000,982
4559,1000,948
4560,2000,553
4561,1000,1041
4562,800,742
4563,1700,742
4564,2200,742
4565,1000,718
4566,2300,744
4567,2500,702
4568,1500,84
4569,1000,742
4570,2500,652
4571,1400,741
4572,1100,1046
4573,1000,767
4574,1600,1040
4575,1000,553
4576,3000,1075
4577,1100,504
4578,1100,580
4579,1600,697
4580,1100,290
4581,1500,808
4582,3000,742
4583,2000,581
4584,1900,506
4585,800,863
4586,1400,915
4587,500,1037
4588,1200,299
4589,500,653
4590,3000,949
4591,1300,505
4592,1300,984
4593,2000,949
4594,1200,914
4595,1300,1110
4596,2000,587
4597,3000,744
4598,2700,742
4599,1300,809
4600,1200,949
4601,500,504
4602,500,83
4603,1500,188
4604,1000,717
4605,1700,920
4606,2300,645
4607,2100,700
4608,2900,1073
4609,1000,640
4610,1300,577
4611,1100,653
4612,1000,653
4613,1500,808
4614,2800,741
4615,900,551
4616,1000,472
4617,500,160
4618,3500,646
4619,1500,83
4620,1200,154
4621,600,554
4622,1000,73
4623,3500,949
4624,1700,1109
4625,1600,742
4626,2300,336
4627,400,771
4628,200,1106
4629,2000,520
4630,3600,307
4631,700,506
4632,500,921
4633,1400,574
4634,1600,298
4635,1000,772
4636,1200,76
4637,2000,949
4638,1000,774
4639,2000,1108
4640,1800,744
4641,1000,719
4642,800,72
4643,1800,506
4644,900,146
4645,2000,337
4646,700,889
4647,3000,984
4648,1900,700
4649,1200,582
4650,1200,1110
4651,800,504
4652,800,921
4653,1700,858
4654,3200,987
4655,1500,519
4656,800,185
4657,1200,141
4658,1000,808
4659,800,470
4660,1000,949
4661,1700,948
4662,2400,867
4663,1500,808
4664,1100,504
4665,2600,521
4666,1400,1040
4667,2000,948
4668,1500,808
4669,800,863
4670,1200,767
4671,1700,890
4672,2500,776
4673,900,335
4674,1500,520
4675,1500,772
4676,1200,36
4677,900,520
4678,1100,368
4679,1000,748
4680,1000,401
4681,1200,745
4682,1900,915
4683,500,774
4684,1900,576
4685,300,371
4686,1200,948
4687,1400,339
4688,1000,551
4689,600,1037
4690,800,653
4691,1000,457
4692,800,978
4693,1600,518
4694,500,915
4695,1700,948
4696,1800,1037
4697,1300,205
4698,1100,742
4699,2800,915
4700,1500,700
4701,3500,918
4702,500,867
4703,2500,773
4704,900,697
4705,1000,122
4706,2000,518
4707,2700,978
4708,2000,719
4709,1500,977
4710,1700,1043
4711,800,333
4712,1200,890
4713,1000,1076
4714,1500,698
4715,1900,400
4716,2500,212
4717,1200,520
4718,1000,292
4719,2900,742
4720,500,587
4721,1500,652
4722,2000,977
4723,1300,1108
4724,1100,506
4725,1500,519
4726,1600,403
4727,1500,403
4728,800,553
4729,700,1043
4730,3000,1044
4731,800,681
4732,1300,553
4733,3000,977
4734,900,214
4735,200,335
4736,500,400
4737,2100,775
4738,3800,1083
4739,1300,587
4740,2800,337
4741,1700,719
4742,1300,400
4743,1900,1040
4744,1000,60
4745,500,1108
4746,1700,1044
4747,800,300
4748,1000,743
4749,1800,949
4750,1000,949
4751,700,402
4752,1500,518
4753,1000,112
4754,1900,470
4755,900,519
4756,2400,521
4757,3000,984
4758,200,520
4759,1800,1044
4760,200,162
4761,2100,766
4762,1000,718
4763,1800,1053
4764,2400,1083
4765,2000,645
4766,2000,1074
4767,500,473
4768,2000,550
4769,500,73
4770,2300,809
4771,800,654
4772,2500,949
4773,1800,1053
4774,1200,741
4775,1100,748
4776,2000,747
4777,1500,1041
4778,1000,163
4779,1800,551
4780,1200,949
4781,2200,1044
4782,1000,368
4783,800,767
4784,1000,742
4785,1600,299
4786,1000,718
4787,1600,742
4788,1500,333
4789,500,292
4790,900,915
4791,500,1037
4792,1000,1037
4793,500,402
4794,500,653
4795,900,1073
4796,1000,404
4797,1300,1080
4798,1300,554
4799,2400,1083
4800,800,809
4801,2000,307
4802,900,1078
4803,2000,12
4804,1500,506
4805,800,702
4806,2700,644
4807,2100,767
4808,2100,808
4809,2300,889
4810,1000,163
4811,1200,915
4812,600,699
4813,1200,1079
4814,100,718
4815,900,653
4816,1600,521
4817,2200,948
4818,1000,367
4819,300,292
4820,1000,507
4821,2000,143
4822,3100,742
4823,700,948
4824,1000,370
4825,300,505
4826,500,215
4827,2400,984
4828,2000,336
4829,2900,808
4830,1500,219
4831,1400,297
4832,1800,506
4833,1200,768
4834,1700,719
4835,1800,748
4836,1200,860
4837,300,771
4838,500,915
4839,400,24
4840,1500,373
4841,1200,367
4842,2000,185
4843,1100,300
4844,2500,1079
4845,1000,748
4846,2000,576
4847,1700,637
4848,600,73
4849,1000,767
4850,1200,868
4851,2600,1080
4852,500,53
4853,2000,1107
4854,1000,401
4855,1000,773
4856,1500,553
4857,2000,462
4858,1900,948
4859,1200,291
4860,1600,1042
4861,700,160
4862,1100,578
4863,3000,579
4864,1000,551
4865,900,808
4866,1300,1106
4867,600,24
4868,1100,372
4869,1500,949
4870,700,518
4871,500,1079
4872,2200,293
4873,2300,650
4874,1100,1037
4875,1300,404
4876,1000,333
4877,800,1109
4878,1800,1037
4879,1000,38
4880,1000,293
4881,1000,400
4882,1500,719
4883,1500,300
4884,500,15
4885,1000,403
4886,1000,372
4887,2500,748
4888,1500,470
4889,1500,506
4890,1000,160
4891,1900,473
4892,1700,719
4893,900,551
4894,1000,370
4895,1500,1108
4896,1200,403
4897,1200,554
4898,600,333
4899,1200,688
4900,700,504
4901,1500,339
4902,900,339
4903,1000,554
4904,1200,577
4905,1900,505
4906,2600,808
4907,1000,574
4908,2300,742
4909,2500,336
4910,1700,580
4911,1400,922
4912,1200,1085
4913,1100,1106
4914,2200,949
4915,500,76
4916,700,504
4917,1000,641
4918,1000,885
4919,1500,717
4920,1200,371
4921,2000,744
4922,500,506
4923,900,650
4924,1800,717
4925,1700,879
4926,500,653
4927,4100,583
4928,1000,129
4929,1000,366
4930,3100,652
4931,1000,651
4932,1800,767
4933,2200,299
4934,2200,505
4935,1300,1108
4936,1800,400
4937,1500,1085
4938,1100,697
4939,500,185
4940,3000,984
4941,2100,774
4942,6400,298
4943,1500,984
4944,500,50
4945,500,1039
4946,400,1079
4947,2300,553
4948,2200,744
4949,1600,1079
4950,1000,374
4951,1200,195
4952,1300,214
4953,2000,983
4954,2500,717
4955,2300,1083
4956,1000,366
4957,1500,1037
4958,800,1109
4959,1200,1109
4960,1000,1106
4961,1000,978
4962,500,554
4963,2100,400
4964,2000,742
4965,1000,521
4966,1300,464
4967,1300,807
4968,1400,299
4969,2600,400
4970,600,518
4971,1500,719
4972,800,38
4973,2500,949
4974,600,581
4975,2100,767
4976,1200,878
4977,800,889
4978,1000,506
4979,1000,653
4980,900,984
4981,3000,646
4982,1300,215
4983,2000,807
4984,1800,1037
4985,1600,767
4986,1900,291
4987,800,766
4988,2000,867
4989,500,553
4990,1000,742
4991,2000,743
4992,1500,1044
4993,500,25
4994,1700,773
4995,2000,400
4996,1800,300
4997,1400,748
4998,200,718
4999,2200,1044
5000,1300,520
5001,800,553
5002,1900,645
5003,3500,336
5004,1400,215
5005,500,771
5006,2400,1080
5007,1400,459
5008,300,771
5009,1800,150
5010,1000,948
5011,2500,213
5012,1300,403
5013,800,977
5014,2000,303
5015,1000,1073
5016,600,56
5017,1200,400
5018,3600,949
5019,2500,1075
5020,1000,948
5021,1300,337
5022,500,370
5023,1300,1046
5024,500,697
5025,500,872
5026,500,551
5027,1400,948
5028,1500,1037
5029,3200,1074
5030,1000,185
5031,1000,807
5032,1100,977
5033,700,506
5034,2000,718
5035,500,1108
5036,2000,1107
5037,1600,878
5038,2000,719
5039,1500,719
5040,1200,890
5041,1200,519
5042,1000,702
5043,500,653
5044,600,21
5045,1000,370
5046,800,160
5047,1200,400
5048,2000,768
5049,600,774
5050,2200,1044
5051,2000,400
5052,3400,950
5053,1400,504
5054,1600,702
5055,2100,1079
5056,2000,64
5057,1300,681
5058,2000,719
5059,3100,949
5060,700,859
5061,3400,921
5062,1000,521
5063,1800,400
5064,1900,405
5065,500,574
5066,1500,1039
5067,800,471
5068,1200,367
5069,1000,335
5070,3000,1083
5071,1200,1044
5072,1000,366
5073,1100,1079
5074,900,471
5075,1000,76
5076,2000,984
5077,1100,290
5078,1500,1110
5079,1500,1075
5080,1200,519
5081,1100,808
5082,1500,1108
5083,1200,339
5084,1900,651
5085,1000,1106
5086,2500,553
5087,1600,744
5088,2400,767
5089,800,808
5090,1000,1085
5091,1500,400
5092,2000,337
5093,500,1084
5094,2000,1110
5095,2800,920
5096,1600,922
5097,1900,742
5098,2800,580
5099,200,1037
5100,1200,402
5101,1500,742
5102,700,699
5103,600,915
5104,600,213
5105,1300,1110
5106,2000,948
5107,300,553
5108,300,553
5109,1100,867
5110,3000,950
5111,2000,949
5112,1800,134
5113,1000,405
5114,1000,300
5115,5500,587
5116,1400,575
5117,1000,717
5118,1000,552
5119,1100,917
5120,1300,518
5121,1000,453
5122,2600,303
5123,1300,915
5124,1500,333
5125,2500,982
5126,1700,719
5127,1200,64
5128,500,38
5129,600,949
5130,2700,1081
5131,2000,915
5132,500,767
5133,1800,949
5134,1400,654
5135,500,366
5136,600,57
5137,900,504
5138,900,292
5139,700,372
5140,2600,137
5141,1100,1049
5142,600,215
5143,200,366
5144,1800,748
5145,1300,212
5146,2000,652
5147,2300,742
5148,2500,744
5149,1000,367
5150,900,1106
5151,1500,402
5152,2700,777
5153,1000,1073
5154,300,652
5155,500,889
5156,1700,949
5157,2900,920
5158,1800,653
5159,1300,922
5160,1600,400
5161,2000,400
5162,1500,1050
5163,700,809
5164,2000,742
5165,1200,577
5166,1000,774
5167,2000,130
5168,500,652
5169,1500,462
5170,600,24
5171,1000,653
5172,1000,717
5173,1800,742
5174,1200,1077
5175,1100,521
5176,3500,337
5177,1600,977
5178,1000,401
5179,300,808
5180,1500,521
5181,1100,949
5182,1000,949
5183,2000,551
5184,2500,220
5185,1200,982
5186,1800,678
5187,0,1042
5188,2300,889
5189,4000,646
5190,1500,519
5191,1800,984
5192,1400,192
5193,700,1073
5194,2200,879
5195,1400,1040
5196,1300,160
5197,1000,867
5198,500,1084
5199,400,681
5200,1500,335
5201,2000,984
5202,3000,777
5203,100,642
5204,1600,553
5205,1900,771
5206,1300,299
5207,500,119
5208,2700,650
5209,800,519
5210,2500,307
5211,1600,577
5212,2500,1080
5213,800,1039
5214,2100,576
5215,1900,577
5216,300,292
5217,1300,370
5218,2100,948
5219,500,767
5220,1300,505
5221,1000,160
5222,1300,449
5223,1200,160
5224,1200,504
5225,1000,402
5226,1000,578
5227,1000,767
5228,300,949
5229,1800,977
5230,300,983
5231,1000,76
5232,800,742
5233,500,215
5234,3000,948
5235,2300,920
5236,1500,401
5237,6100,553
5238,2500,744
5239,1100,370
5240,800,505
5241,2300,809
5242,300,550
5243,1100,505
5244,500,333
5245,1500,719
5246,1700,1053
5247,1200,948
5248,1000,214
5249,2000,717
5250,1000,160
5251,1000,652
5252,2000,719
5253,1500,142
5254,1500,404
5255,1600,702
5256,1500,400
5257,1200,520
5258,700,890
5259,1400,579
5260,900,160
5261,1200,519
5262,700,697
5263,3000,808
5264,1000,519
5265,1900,644
5266,3000,982
5267,1600,699
5268,1200,702
5269,2800,1040
5270,1000,553
5271,2000,1107
5272,2300,807
5273,1200,740
5274,900,553
5275,1800,1042
5276,2100,1083
5277,2500,651
5278,1200,768
5279,1800,473
5280,500,505
5281,500,292
5282,1000,443
5283,1500,1040
5284,1900,949
5285,2000,520
5286,2000,982
5287,1000,333
5288,3000,519
5289,2300,740
5290,1500,136
5291,800,859
5292,1200,889
5293,1500,553
5294,2000,881
5295,500,162
5296,2000,717
5297,1500,189
5298,2100,470
5299,2800,1107
5300,1100,697
5301,500,73
5302,1600,948
5303,1800,766
5304,1400,504
5305,1800,1076
5306,2100,748
5307,1600,948
5308,2000,984
5309,1000,506
5310,2000,718
5311,1500,1037
5312,1000,771
5313,3000,876
5314,2700,867
5315,900,984
5316,500,766
5317,1400,106
5318,1900,645
5319,1200,400
5320,1500,886
5321,1500,984
5322,2500,136
5323,1200,476
5324,2200,858
5325,2900,742
5326,3000,1040
5327,2000,858
5328,1000,949
5329,1300,1041
5330,1600,809
5331,2200,580
5332,2300,742
5333,1000,405
5334,1400,551
5335,2100,576
5336,1900,719
5337,1100,741
5338,5700,980
5339,800,808
5340,1800,949
5341,2000,506
5342,2500,719
5343,2100,916
5344,1900,75
5345,1700,519
5346,2100,652
5347,1000,453
5348,2000,719
5349,500,554
5350,1800,1077
5351,3000,983
5352,2000,1078
5353,3000,921
5354,1200,56
5355,700,300
5356,1500,1077
5357,3000,808
5358,1500,1045
5359,1200,748
5360,2000,718
5361,1600,405
5362,900,1037
5363,300,12
5364,3000,1104
5365,3100,950
5366,1500,1076
5367,1000,214
5368,1100,809
5369,1700,124
5370,400,878
5371,1400,333
5372,2500,1104
5373,1500,1043
