,0,1
1856,600,371
1857,1600,742
1858,900,718
1859,1300,160
1860,500,34
1861,1300,550
1862,1800,679
1863,3000,948
1864,1700,698
1865,1600,767
1866,1300,1037
1867,2800,299
1868,700,699
1869,700,587
1870,700,1040
1871,1800,741
1872,1200,719
1873,1500,299
1874,3600,747
1875,1000,580
1876,900,743
1877,1200,809
1878,1500,519
1879,800,69
1880,2300,741
1881,2000,1080
1882,1000,371
1883,1800,949
1884,1300,1108
1885,1000,402
1886,500,767
1887,1000,404
1888,2600,215
1889,1400,171
1890,1400,984
1891,1200,75
1892,1500,767
1893,1000,506
1894,3000,717
1895,900,1102
1896,1000,153
1897,3500,719
1898,700,341
1899,1600,520
1900,2600,920
1901,1700,1044
1902,600,504
1903,1200,553
1904,1000,767
1905,200,771
1906,900,717
1907,2100,875
1908,900,808
1909,500,504
1910,1700,551
1911,500,1040
1912,1000,678
1913,1000,948
1914,1200,1076
1915,2500,874
1916,1300,582
1917,1800,651
1918,1000,160
1919,1300,702
1920,1000,1109
1921,2000,1077
1922,1700,475
1923,1500,1049
1924,600,717
1925,2600,365
1926,3500,194
1927,1900,553
1928,1000,742
1929,900,1037
1930,1100,1108
1931,1500,151
1932,1000,1103
1933,2000,1037
1934,1000,808
1935,2000,519
1936,100,873
1937,2800,1107
1938,2600,1047
1939,1400,742
1940,2500,744
1941,2600,948
1942,900,1044
1943,2300,920
1944,1500,1079
1945,2000,807
1946,2000,1110
1947,1300,1041
1948,1100,368
1949,1400,1083
1950,1200,553
1951,500,1078
1952,700,771
1953,900,718
1954,2000,1103
1955,500,504
1956,300,717
1957,900,84
1958,1300,191
1959,1600,582
1960,1600,1076
1961,1200,75
1962,1700,1044
1963,2200,948
1964,1000,1108
1965,1000,405
1966,1500,808
1967,1000,742
1968,1500,949
1969,1000,1110
1970,1000,1037
1971,2000,881
1972,1400,717
1973,500,335
1974,1800,1042
1975,700,1040
1976,2600,1042
1977,2000,949
1978,2100,550
1979,1000,373
1980,1100,575
1981,1800,743
1982,1600,807
1983,500,1079
1984,900,1109
1985,800,890
1986,1000,401
1987,400,766
1988,1600,717
1989,1300,1040
1990,1700,1044
1991,1700,809
1992,800,400
1993,700,215
1994,2300,741
1995,2000,1106
1996,1000,370
1997,3800,213
1998,3800,704
1999,1100,7
2000,1000,718
2001,800,977
2002,1800,518
2003,1300,697
2004,1500,1080
2005,2300,918
2006,300,1037
2007,1000,581
2008,1500,1037
2009,3200,742
2010,1000,1109
2011,2100,191
2012,1800,471
2013,1600,701
2014,600,949
2015,1800,700
2016,2500,744
2017,500,653
2018,1400,196
2019,1000,978
2020,2600,1047
2021,1200,333
2022,1000,983
2023,1500,984
2024,1500,520
2025,1800,644
2026,1800,506
2027,2700,915
2028,2700,84
2029,2000,1110
2030,1100,188
2031,900,292
2032,1500,335
2033,2000,58
2034,2100,1042
2035,700,577
2036,2000,172
2037,1100,743
2038,2200,76
2039,1500,948
2040,2700,299
2041,200,518
2042,1600,808
2043,500,741
2044,1300,504
2045,2400,298
2046,900,337
2047,1100,697
2048,1200,337
2049,1600,948
2050,1500,215
2051,2000,719
2052,1600,741
2053,1100,679
2054,2200,890
2055,1600,335
2056,900,63
2057,2500,717
2058,500,808
2059,2200,984
2060,1000,506
2061,1000,642
2062,1100,370
2063,800,718
2064,3800,978
2065,1500,949
2066,1500,914
2067,1500,719
2068,600,681
2069,1000,640
2070,1500,296
2071,1400,1043
2072,400,889
2073,400,519
2074,800,144
2075,1000,475
2076,1000,334
2077,1100,949
2078,100,808
2079,900,373
2080,1800,949
2081,1400,400
2082,700,505
2083,3000,874
2084,1600,551
2085,2700,987
2086,1100,741
2087,1500,1049
2088,600,767
2089,400,691
2090,2200,772
2091,1000,635
2092,1500,869
2093,1500,718
2094,2600,742
2095,1500,553
2096,1600,748
2097,1800,1041
2098,800,652
2099,800,915
2100,1300,290
2101,1500,742
2102,500,300
2103,2200,948
2104,1300,374
2105,800,587
2106,900,504
2107,1000,160
2108,1400,1109
2109,700,403
2110,3500,718
2111,2400,746
2112,500,550
2113,2000,520
2114,100,983
2115,2300,580
2116,1000,8
2117,800,766
2118,2700,744
2119,1600,553
2120,600,1037
2121,2000,164
2122,800,742
2123,2000,916
2124,1600,642
2125,2600,215
2126,1800,373
2127,3000,718
2128,3000,718
2129,700,742
2130,1700,645
2131,4000,918
2132,1300,576
2133,1800,1079
2134,700,689
2135,800,742
2136,1300,867
2137,800,402
2138,1100,650
2139,2000,978
2140,1500,1043
2141,1900,74
2142,1200,719
2143,800,719
2144,600,1110
2145,1200,469
2146,1200,1040
2147,500,681
2148,700,369
2149,1300,922
2150,2100,808
2151,1000,292
2152,2100,702
2153,1000,914
2154,3000,719
2155,1900,1041
2156,8000,297
2157,1500,519
2158,2000,1076
2159,3700,949
2160,2000,741
2161,1000,209
2162,800,505
2163,600,1043
2164,400,402
2165,400,691
2166,1600,652
2167,800,949
2168,2000,152
2169,800,766
2170,1800,400
2171,1700,748
2172,700,889
2173,1000,371
2174,1900,59
2175,900,704
2176,2500,922
2177,2500,292
2178,2000,1047
2179,2000,1108
2180,2400,949
2181,1800,718
2182,1500,155
2183,1000,808
2184,2000,300
2185,300,1109
2186,1900,915
2187,2000,1083
2188,1500,401
2189,1700,922
2190,4200,1077
2191,1000,333
2192,500,552
2193,2000,1110
2194,3800,195
2195,1400,741
2196,1200,454
2197,2500,650
2198,2400,140
2199,1000,296
2200,1500,405
2201,1200,287
2202,1500,552
2203,3100,742
2204,1000,160
2205,1200,369
2206,2100,808
2207,1400,339
2208,900,505
2209,1400,1037
2210,4000,470
2211,1600,654
2212,3000,337
2213,1200,370
2214,2500,744
2215,1500,456
2216,2000,1080
2217,2100,1049
2218,2200,742
2219,2000,519
2220,1500,1084
2221,1700,1083
2222,1200,697
2223,1300,215
2224,1000,878
2225,1000,470
2226,1800,400
2227,1000,553
2228,1500,18
2229,1000,504
2230,2000,550
2231,2400,196
2232,700,1109
2233,1800,580
2234,3100,950
2235,900,702
2236,2700,1080
2237,1300,577
2238,1900,335
2239,500,402
2240,2000,1104
2241,1100,748
2242,1500,339
2243,1000,1106
2244,3000,1080
2245,600,949
2246,2200,922
2247,900,863
2248,1200,948
2249,1300,645
2250,4100,747
2251,800,400
2252,500,1041
2253,1500,717
2254,1500,949
2255,800,743
2256,500,402
2257,2000,520
2258,500,688
2259,2000,519
2260,500,1106
2261,2200,1049
2262,1000,506
2263,2700,1075
2264,1000,472
2265,1000,160
2266,1100,550
2267,1500,339
2268,1400,1037
2269,900,472
2270,1600,506
2271,1600,685
2272,2800,700
2273,5000,213
2274,1300,890
2275,3300,335
2276,2400,400
2277,900,553
2278,1400,948
2279,1500,1050
2280,2000,915
2281,1000,686
2282,2000,518
2283,700,300
2284,1500,337
2285,1200,36
2286,1900,772
2287,1200,300
2288,1000,119
2289,1700,870
2290,1300,948
2291,2000,978
2292,800,404
2293,600,404
2294,2000,373
2295,1200,141
2296,1300,506
2297,1800,768
2298,1000,519
2299,2500,742
2300,2000,470
2301,1500,505
2302,1500,717
2303,3000,808
2304,1700,1080
2305,1000,691
2306,1800,339
2307,1700,1073
2308,500,288
2309,1200,1078
2310,800,504
2311,1500,1075
2312,800,146
2313,900,300
2314,1800,1043
2315,600,717
2316,2000,742
2317,1800,214
2318,1900,551
2319,2200,918
2320,1000,885
2321,2600,747
2322,600,1039
2323,1200,1042
2324,1000,697
2325,2000,742
2326,2000,918
2327,2300,718
2328,1000,697
2329,1300,948
2330,4100,1103
2331,1000,68
2332,800,1073
2333,1600,583
2334,3000,718
2335,1000,368
2336,2100,742
2337,2100,742
2338,2100,742
2339,2100,742
2340,800,504
2341,1300,71
2342,3500,1044
2343,2200,1042
2344,1300,575
2345,4000,980
2346,1000,518
2347,2000,520
2348,3300,920
2349,1500,400
2350,1000,687
2351,2000,1110
2352,1200,402
2353,1300,577
2354,1200,337
2355,2500,160
2356,1000,651
2357,1500,337
2358,500,87
2359,1000,472
2360,1200,188
2361,500,160
2362,1500,185
2363,3200,580
2364,2200,984
2365,1000,504
2366,800,551
2367,1600,949
2368,1200,1079
2369,1600,577
2370,1000,1044
2371,2900,580
2372,600,446
2373,800,307
2374,1800,215
2375,3000,551
2376,600,550
2377,500,166
2378,1900,867
2379,1100,300
2380,900,505
2381,2400,579
2382,1000,452
2383,1200,719
2384,1900,553
2385,2000,1102
2386,1000,366
2387,2200,742
2388,2500,218
2389,1900,701
2390,1700,1043
2391,1800,700
2392,2700,1107
2393,2700,1047
2394,1500,403
2395,900,767
2396,1400,1040
2397,1500,775
2398,1500,717
2399,1000,160
2400,1000,504
2401,500,214
2402,1000,366
2403,200,1078
2404,2000,519
2405,1000,403
2406,800,160
2407,1100,367
2408,1000,365
2409,1200,1042
2410,1600,948
2411,2000,742
2412,700,215
2413,1500,949
2414,1100,890
2415,600,63
2416,2300,299
2417,2500,767
2418,500,453
2419,1000,1037
2420,1500,1053
2421,1200,1043
2422,1800,685
2423,1600,197
2424,900,949
2425,1200,400
2426,900,552
2427,1800,299
2428,2000,1104
2429,1200,506
2430,1900,920
2431,1200,402
2432,1500,519
2433,2000,949
2434,1500,335
2435,2100,977
2436,1200,984
2437,1500,506
2438,1200,402
2439,800,552
2440,2000,719
2441,2100,948
2442,1000,652
2443,1500,29
2444,1500,858
2445,3500,1075
2446,1500,518
2447,1100,717
2448,2000,1073
2449,1800,1079
2450,1800,742
2451,1700,473
2452,1400,299
2453,1000,333
2454,2500,949
2455,1500,520
2456,1900,336
2457,1400,553
2458,900,878
2459,1000,651
2460,1200,506
2461,1500,146
2462,2000,1048
2463,1500,948
2464,2000,719
2465,1500,160
2466,1000,719
2467,1600,742
2468,2000,337
2469,1000,339
2470,2000,300
2471,1500,476
2472,800,651
2473,2100,748
2474,700,504
2475,1500,292
2476,1200,1108
2477,300,337
2478,300,653
2479,1500,1076
2480,700,69
2481,800,577
2482,1000,551
2483,400,1043
2484,1300,773
2485,500,651
2486,500,136
2487,1200,141
2488,1500,949
2489,800,504
2490,2500,1044
2491,1000,871
2492,1100,473
2493,1900,748
2494,700,915
2495,1400,300
2496,500,160
2497,600,771
2498,1100,506
2499,1300,215
2500,200,578
2501,1000,518
2502,2000,339
2503,2300,977
2504,3200,742
2505,300,161
2506,1800,1041
2507,1000,520
2508,1600,700
2509,1300,890
2510,1000,520
2511,300,719
2512,1000,922
2513,2000,949
2514,1600,1041
2515,4500,748
2516,1500,1083
2517,2700,920
2518,3000,982
2519,700,771
2520,1000,922
2521,1700,1044
2522,2400,920
2523,800,296
2524,2500,702
2525,1000,809
2526,1600,215
2527,1200,741
2528,1400,300
2529,2000,520
2530,1500,915
2531,3600,1083
2532,2400,62
2533,1800,742
2534,1900,977
2535,1500,504
2536,1900,867
2537,1200,1109
2538,1200,1106
2539,1300,553
2540,1200,1039
2541,1700,553
2542,800,653
2543,1300,550
2544,900,86
2545,1200,554
2546,1500,949
2547,2000,1042
2548,4300,749
2549,1500,519
2550,900,889
2551,2200,768
2552,2900,579
2553,1200,773
2554,1500,400
2555,1500,518
2556,1500,577
2557,1300,405
2558,1000,519
2559,2300,215
2560,2800,69
2561,2500,1083
2562,1500,518
2563,400,873
2564,1700,152
2565,1300,1109
2566,900,768
2567,1100,472
2568,800,587
2569,1100,719
2570,1000,553
2571,1800,772
2572,1100,299
2573,1700,641
2574,900,684
2575,400,861
2576,1000,125
2577,2900,920
2578,1400,400
2579,800,1039
2580,1800,699
2581,900,300
2582,1200,920
2583,100,120
2584,200,366
2585,1000,551
2586,1300,860
2587,400,1073
2588,900,300
2589,1000,470
2590,1200,371
2591,2000,1110
2592,1500,125
2593,2100,215
2594,1700,644
2595,1500,519
2596,1200,580
2597,2400,651
2598,1700,575
2599,700,921
2600,800,372
2601,300,774
2602,2000,153
2603,1500,579
2604,2000,948
2605,800,948
2606,800,651
2607,600,809
2608,1500,192
2609,5400,752
2610,1500,1109
2611,1500,521
2612,800,771
2613,1500,404
2614,1700,680
2615,1900,1037
2616,1600,554
2617,3000,336
2618,2000,374
2619,1300,922
2620,1000,984
2621,1500,719
2622,1200,130
2623,2700,307
2624,1000,405
2625,2800,1104
2626,1100,299
2627,1200,1037
2628,1000,504
2629,800,440
2630,700,472
2631,200,518
2632,800,718
2633,1400,948
2634,1200,698
2635,1000,12
2636,1000,948
2637,3500,744
2638,600,653
2639,1300,339
2640,2400,777
2641,1000,807
2642,2500,948
2643,3000,915
2644,2000,1074
2645,3000,1111
2646,1000,402
2647,1000,404
2648,1800,1041
2649,800,719
2650,3300,1074
2651,500,922
2652,1000,890
2653,2900,742
2654,2500,580
2655,1700,742
2656,1800,1042
2657,1300,334
2658,1300,335
2659,500,519
2660,3500,1077
2661,1000,702
2662,1100,978
2663,700,948
2664,400,949
2665,900,697
2666,4200,579
2667,2200,808
2668,800,472
2669,10500,290
2670,1000,15
2671,1500,1042
2672,1300,520
2673,1000,718
2674,2100,650
2675,800,520
2676,1500,1076
2677,1100,372
2678,1300,370
2679,1200,1042
2680,4500,213
2681,1000,400
2682,1300,1077
2683,2700,369
2684,3200,1040
2685,3000,977
2686,2000,651
2687,700,160
2688,2400,920
2689,400,473
2690,2600,949
2691,500,505
2692,1100,446
2693,1000,575
2694,2000,1079
2695,1500,337
2696,2700,650
2697,1000,550
2698,2000,977
2699,3000,1083
2700,1500,719
2701,2500,748
2702,3000,520
2703,4200,194
2704,1000,948
2705,400,885
2706,1400,506
2707,1300,867
2708,1800,652
2709,1100,915
2710,700,577
2711,500,1078
2712,1500,367
2713,600,860
2714,2400,1039
2715,1800,400
2716,2200,949
2717,600,452
2718,1000,808
2719,600,472
2720,2000,1073
2721,1700,748
2722,1000,295
2723,1800,1074
2724,1200,401
2725,700,890
2726,1500,400
2727,1300,366
2728,1900,193
2729,1000,915
2730,1500,335
2731,1500,335
2732,2000,75
2733,2400,949
2734,1600,506
2735,1000,552
2736,1600,748
2737,1500,767
2738,1800,652
2739,2000,1103
2740,300,890
2741,1000,767
2742,1600,809
2743,900,404
2744,2000,948
2745,1700,471
2746,2300,400
2747,300,745
2748,1500,949
2749,1000,122
2750,1300,335
2751,300,635
2752,3700,1053
2753,3200,1083
2754,1600,748
2755,500,1078
2756,3000,807
2757,1000,30
2758,2000,1104
2759,900,553
2760,1500,1110
2761,1800,401
2762,600,1039
2763,1200,984
2764,1500,717
2765,2600,949
2766,2100,580
2767,1700,186
2768,1600,160
2769,1200,74
2770,600,914
2771,800,861
2772,3500,719
2773,2400,650
2774,200,1109
2775,2000,1110
2776,5100,192
2777,1500,719
2778,500,767
2779,1000,719
2780,4000,1111
2781,2000,948
2782,2000,768
2783,1800,742
2784,2500,918
2785,2200,654
2786,900,553
2787,2000,1109
2788,1900,983
2789,1000,123
2790,3100,574
2791,500,978
2792,2000,518
2793,2300,1110
2794,500,66
2795,3000,920
2796,1500,743
2797,800,889
2798,4000,1043
2799,3200,215
2800,2800,189
2801,1500,685
2802,200,984
2803,700,741
2804,500,1108
2805,1500,809
2806,800,521
2807,1500,506
2808,2100,337
2809,1000,292
2810,1300,773
2811,500,884
2812,1500,470
2813,1900,211
2814,2700,742
2815,2600,650
2816,1300,741
2817,1100,808
2818,1000,978
2819,1200,133
2820,3000,719
2821,1100,1108
2822,800,506
2823,1300,869
2824,1200,699
2825,1500,809
2826,1000,1102
2827,1800,165
2828,2000,916
2829,2400,553
2830,800,476
2831,1400,553
2832,2400,400
2833,500,767
2834,1500,59
2835,1500,59
2836,1500,59
2837,1300,745
2838,1000,719
2839,400,505
2840,800,554
2841,800,76
2842,1000,742
2843,2700,1049
2844,800,772
2845,800,890
2846,1500,949
2847,600,691
2848,2300,580
2849,1200,404
2850,1800,984
2851,1400,808
2852,4300,587
2853,1500,717
2854,3000,982
2855,1200,698
2856,1500,741
2857,1600,949
2858,1400,336
2859,800,1084
2860,1000,402
2861,900,69
2862,1000,520
2863,500,87
2864,900,402
2865,600,1040
2866,1800,470
2867,500,504
2868,2000,701
2869,2000,1079
2870,500,749
2871,3000,521
2872,200,575
2873,800,873
2874,1200,448
2875,1000,917
2876,1600,215
2877,3000,1044
2878,600,339
2879,1500,1109
2880,1800,1080
2881,1200,768
2882,3000,949
2883,2100,580
2884,1100,504
2885,3000,719
2886,4500,1111
2887,1600,70
2888,1400,335
2889,2000,717
2890,500,135
2891,3900,950
2892,1000,745
2893,1800,473
2894,1000,914
2895,3000,75
2896,700,914
2897,1700,949
2898,1400,773
2899,1600,1044
2900,1700,742
2901,1300,1106
2902,1200,1037
2903,2800,1044
2904,1200,651
2905,1200,650
2906,1000,742
2907,1200,687
2908,1200,1106
2909,1500,889
2910,500,1106
2911,2000,948
2912,1800,808
2913,1000,948
2914,1300,807
2915,800,53
2916,1300,209
2917,1100,471
2918,2100,400
2919,1000,654
2920,700,717
2921,1900,949
2922,3000,1074
2923,2500,1081
2924,1000,220
2925,2000,1076
2926,900,948
2927,600,808
2928,800,552
2929,1700,1037
2930,1000,1110
2931,1200,748
2932,1500,369
2933,2000,1110
2934,1700,809
2935,1700,576
2936,1000,160
2937,1000,401
2938,1500,922
2939,500,521
2940,1400,400
2941,700,373
2942,700,809
2943,1600,743
2944,1500,1078
2945,800,368
2946,1000,404
2947,2500,719
2948,1000,645
2949,2000,473
2950,200,1110
2951,1900,978
2952,1000,718
2953,2000,1076
2954,1000,368
2955,1200,699
2956,2000,1106
2957,800,914
2958,900,702
2959,2200,883
2960,2500,159
2961,1300,686
2962,1600,983
2963,800,69
2964,1800,142
2965,1100,582
2966,3800,1083
2967,2000,576
2968,1100,475
2969,3000,977
2970,1400,868
2971,1500,916
2972,1500,915
2973,300,1039
2974,1700,701
2975,900,697
2976,800,745
2977,1100,374
2978,2800,553
2979,500,984
2980,1500,1077
2981,2000,300
2982,1000,808
2983,1700,807
2984,1200,62
2985,1700,809
2986,800,160
2987,1100,1083
2988,2000,948
2989,700,808
2990,1400,1044
2991,1200,890
2992,1500,1110
2993,400,948
2994,1000,36
2995,1300,1073
2996,1900,333
2997,400,473
2998,1000,290
2999,2000,1053
3000,1300,767
3001,1000,1109
3002,1600,984
3003,3800,307
3004,2000,1043
3005,800,697
3006,2000,438
3007,1800,948
3008,1100,1041
3009,1300,299
3010,1500,1041
3011,400,370
3012,700,742
3013,2400,744
3014,1000,1043
3015,2300,1080
3016,2000,807
3017,3000,519
3018,1100,743
3019,800,650
3020,2500,748
3021,3100,949
3022,1200,1042
3023,1200,160
3024,1900,642
3025,1000,290
3026,2400,1049
3027,300,1037
3028,2000,521
3029,1200,1076
3030,600,69
3031,1800,717
3032,1700,701
3033,500,1073
3034,2000,64
3035,3200,576
3036,3800,1045
3037,1600,1078
3038,2500,337
3039,700,160
3040,2500,749
3041,1300,142
3042,1300,300
3043,1700,920
3044,1000,808
3045,300,740
3046,3000,518
3047,2500,982
3048,2000,470
3049,900,215
3050,1000,651
3051,3300,949
3052,2100,372
3053,2300,1039
3054,1000,402
3055,1000,948
3056,1000,2
3057,1500,809
3058,2100,1044
3059,600,160
3060,1900,701
3061,1500,718
3062,2500,1076
3063,2900,213
3064,1500,506
3065,600,652
3066,1000,293
3067,2400,920
3068,1200,949
3069,1500,743
3070,1000,161
3071,2000,645
3072,3400,652
3073,3000,982
3074,1000,1108
3075,1300,645
3076,1900,581
3077,1800,581
3078,1500,772
3079,500,774
3080,1900,767
3081,2200,949
3082,2800,550
3083,1700,748
3084,2100,635
3085,200,949
3086,1100,471
3087,1200,1037
3088,1200,1041
3089,400,504
3090,2000,771
3091,500,160
3092,300,504
3093,3400,438
3094,400,67
3095,2100,199
3096,2000,520
3097,1100,915
3098,2000,808
3099,1300,403
3100,600,691
3101,1000,890
3102,2900,213
3103,1800,742
3104,2000,583
3105,1300,148
3106,300,120
3107,1500,948
3108,1800,550
3109,2700,650
3110,2100,506
3111,700,1109
3112,1900,197
3113,1200,767
3114,2100,889
3115,1000,1084
3116,1500,19
3117,2000,717
3118,1300,35
3119,2100,742
3120,1200,719
3121,1100,921
3122,1200,439
3123,3000,521
3124,1400,576
3125,1200,651
3126,2500,767
3127,800,948
3128,500,160
3129,1500,520
3130,2000,74
3131,1100,369
3132,1000,1073
3133,2200,581
3134,2200,506
3135,2000,1043
3136,2000,915
3137,300,185
3138,2300,207
3139,1500,137
3140,2400,742
3141,1300,575
3142,1000,405
3143,1500,809
3144,1000,914
3145,2500,88
3146,800,702
3147,1600,403
3148,300,87
3149,1600,1053
3150,3400,1076
3151,1900,474
3152,1000,519
3153,2400,768
3154,600,766
3155,2200,403
3156,2300,922
3157,1500,339
3158,500,1106
3159,800,697
3160,400,333
3161,2200,369
3162,1000,1043
3163,700,699
3164,2400,742
3165,500,581
3166,2100,748
3167,1400,1084
3168,1800,403
3169,1200,949
3170,1600,1080
3171,1000,1109
3172,1200,986
3173,800,20
3174,2000,506
3175,800,1037
3176,2200,773
3177,800,1106
3178,1300,772
3179,1500,192
3180,1800,163
3181,300,1110
3182,2100,645
3183,500,519
3184,1600,142
3185,1200,339
3186,2100,333
3187,1700,292
3188,1000,948
3189,1200,339
3190,200,808
3191,3000,1041
3192,1300,889
3193,1300,1110
3194,500,1085
3195,3400,1076
3196,2500,579
3197,1000,1044
3198,1500,518
3199,2000,717
3200,1700,889
3201,1000,504
3202,3500,1083
3203,1100,717
3204,600,551
3205,800,742
3206,1700,948
3207,1800,654
3208,2300,741
3209,1000,704
3210,800,699
3211,600,949
3212,1300,1037
3213,900,552
3214,1300,460
3215,900,768
3216,1500,400
3217,1400,520
3218,2800,582
3219,1900,916
3220,1700,949
3221,1800,772
3222,1900,984
3223,1500,22
3224,1000,742
3225,800,550
3226,900,808
3227,1400,654
3228,1000,890
3229,2300,470
3230,1000,504
3231,1900,742
3232,1100,774
3233,900,300
3234,800,292
3235,3000,982
3236,500,335
3237,1200,636
3238,1000,651
3239,1000,867
3240,1300,748
3241,1500,367
3242,2400,1080
3243,500,553
3244,600,699
3245,2400,984
3246,1700,741
3247,1700,701
3248,1000,214
3249,1500,287
3250,2000,984
3251,2800,1083
3252,2000,336
3253,3000,719
3254,1500,1073
3255,3200,1039
3256,1000,160
3257,1900,400
3258,2000,470
3259,1700,914
3260,2500,718
3261,1700,1102
3262,1000,1039
3263,1700,1043
3264,1000,742
3265,1300,1043
3266,1000,300
3267,1500,1083
3268,2400,741
3269,2000,101
3270,1800,741
3271,1600,701
3272,1000,519
3273,1600,767
3274,2700,746
3275,1500,578
3276,2000,717
3277,2100,551
3278,1200,215
3279,1800,1076
3280,1700,650
3281,2900,949
3282,1400,470
3283,900,518
3284,1100,504
3285,1000,681
3286,1000,160
3287,2200,1041
3288,1500,717
3289,1000,1110
3290,500,519
3291,2000,1110
3292,1300,858
3293,1000,719
3294,1900,977
3295,500,719
3296,2700,644
3297,900,440
3298,1500,151
3299,1000,552
3300,1000,57
3301,1800,337
3302,1700,307
3303,3200,1111
3304,3500,920
3305,1300,704
3306,1000,948
3307,1500,520
3308,700,889
3309,700,1109
3310,800,110
3311,1000,33
3312,1000,767
3313,700,774
3314,1200,405
3315,2000,579
3316,1700,702
3317,1200,863
3318,800,864
3319,800,1073
3320,600,292
3321,1300,809
3322,700,808
3323,400,914
3324,2800,337
3325,200,862
3326,2300,920
3327,1000,370
3328,1500,186
3329,1300,400
3330,1000,773
3331,2000,521
3332,1100,371
3333,400,208
3334,2100,914
3335,1200,743
3336,1200,890
3337,2000,521
3338,1500,772
3339,1200,11
3340,1300,186
3341,3500,950
3342,2000,719
3343,2500,580
3344,900,189
3345,1600,553
3346,2600,740
3347,1100,949
3348,1500,116
3349,900,688
3350,1200,1046
3351,800,1086
3352,700,402
3353,300,76
3354,1500,877
3355,2200,582
3356,1500,1102
3357,1600,748
3358,400,808
3359,6000,752
3360,1500,652
3361,700,1042
3362,1300,1108
3363,2100,808
3364,1500,369
3365,2600,949
3366,1000,213
3367,1500,748
3368,1700,977
3369,3200,742
3370,3000,1075
3371,1900,400
3372,1000,365
3373,1600,1040
3374,2800,553
3375,2000,701
3376,1100,692
3377,600,1037
3378,700,948
3379,1500,652
3380,1000,577
3381,2000,1044
3382,1000,337
3383,1200,745
3384,1900,645
3385,500,292
3386,1400,685
3387,1200,505
3388,1200,768
3389,1800,878
3390,3300,744
3391,1000,212
3392,1900,339
3393,1500,141
3394,4200,807
3395,800,128
3396,3000,977
3397,1500,369
3398,1800,116
3399,900,297
3400,1200,371
3401,1100,575
3402,1500,369
3403,1900,341
3404,2000,700
3405,1100,1085
3406,1100,808
3407,1500,152
3408,1000,948
3409,1500,1110
3410,1800,740
3411,1800,582
3412,1200,368
3413,500,69
3414,200,160
3415,1500,1077
3416,1900,640
3417,2500,1053
3418,1500,1110
3419,300,1110
3420,100,1110
3421,1500,775
3422,2000,476
3423,1300,339
3424,2500,743
3425,3300,1074
3426,1700,700
3427,1300,652
3428,2000,1110
3429,1500,217
3430,300,504
3431,1900,1042
3432,1100,374
3433,1100,370
3434,2100,767
3435,1000,128
3436,1000,748
3437,800,453
3438,2100,1040
3439,1600,740
3440,2500,920
3441,2000,809
3442,2800,211
3443,2500,550
3444,1300,1106
3445,700,551
3446,1500,922
3447,1300,743
3448,1600,471
3449,3500,402
3450,4100,920
3451,800,949
3452,1000,653
3453,300,1108
3454,1200,335
3455,2500,718
3456,3000,140
3457,1000,768
3458,1000,160
3459,2700,579
3460,1100,553
3461,1000,160
3462,3000,520
3463,1600,1073
3464,1300,587
3465,1900,1079
3466,800,1102
3467,1100,1050
3468,1000,767
3469,1200,475
3470,1000,71
3471,1900,977
3472,800,921
3473,1400,75
3474,1000,215
3475,600,504
3476,800,682
3477,2000,915
3478,1200,520
3479,2800,1104
3480,500,402
3481,1100,697
3482,2000,719
3483,1300,551
3484,1600,337
3485,500,370
3486,1600,701
3487,4000,984
3488,1800,370
3489,1500,651
3490,1500,687
3491,1000,718
3492,1600,519
3493,200,771
3494,600,518
3495,800,400
3496,2000,518
3497,2700,203
3498,1000,296
3499,1200,341
3500,1000,169
3501,700,809
3502,1700,1078
3503,1100,1086
3504,1100,209
3505,2600,1079
3506,2000,719
3507,1200,766
3508,2100,644
3509,1700,475
3510,1000,506
3511,800,160
3512,500,157
3513,2400,772
3514,3100,644
3515,900,984
3516,1000,470
3517,400,745
3518,2500,978
3519,1500,551
3520,300,403
3521,1900,1042
3522,1300,914
3523,1100,1109
3524,2200,773
3525,1800,949
3526,3600,949
3527,1200,19
3528,3400,1083
3529,900,767
3530,3000,650
3531,1000,29
3532,1500,1079
3533,2300,196
3534,1000,767
3535,1000,56
3536,1400,199
3537,2800,772
3538,800,1078
3539,1700,299
3540,0,982
3541,1500,160
3542,1000,685
3543,1800,131
3544,2500,1076
3545,2600,303
3546,1200,369
3547,1800,1042
3548,1600,949
3549,1300,476
3550,1500,1110
3551,1500,366
3552,900,63
3553,1300,920
3554,2000,717
3555,1000,1080
3556,3500,336
3557,2500,1108
3558,2500,654
3559,2500,701
3560,2400,740
3561,1400,553
3562,1800,403
3563,500,23
3564,2300,1075
3565,2500,985
3566,900,948
3567,1600,520
3568,1300,767
3569,2000,808
3570,2900,749
3571,700,808
3572,3000,1083
3573,1200,76
3574,1100,405
3575,1200,867
3576,1200,697
3577,3700,1083
3578,2000,699
3579,2000,1077
3580,2100,367
3581,2100,915
3582,800,160
3583,1500,742
3584,300,373
3585,1100,339
3586,500,748
3587,2500,701
3588,2800,1040
3589,1900,1042
3590,1000,717
3591,700,467
3592,1500,550
3593,2200,742
3594,700,1043
3595,2500,867
3596,3400,1037
3597,900,1108
3598,1400,553
3599,1700,580
3600,1900,401
3601,1500,341
3602,2000,719
3603,1000,506
3604,1000,949
3605,1500,519
3606,1800,1102
3607,1000,373
3608,1000,115
3609,1300,107
3610,2500,521
3611,1500,1106
3612,500,370
3613,1600,809
