,Parent,Child,Day,TimeSpan,DistanceMeter,In5Mins
807,강남,삼성,4,18,2500,1
808,중부,무학,4,18,800,1
809,영등포,영등포,4,19,1200,1
810,도봉,방학,4,20,2000,1
811,도봉,쌍문,4,21,2500,1
812,관악,난곡,4,22,2300,1
813,성북,돈암,4,22,1200,1
814,강북,우이,5,1,200,1
815,강남,삼성,5,2,600,1
816,송파,잠실,5,3,1500,0
817,구로,고척,5,3,500,1
818,양천,신정,5,6,1500,1
819,강남,영동,5,6,2100,1
820,송파,방이,5,9,1000,1
821,강동,성내,5,9,100,1
822,관악,관악,5,11,4000,1
823,동대문,장안,5,11,800,1
824,서대문,미근,5,11,1700,1
825,서초,서초,5,11,3000,1
826,동대문,전농,5,12,1300,1
827,구로,고일,5,12,2100,1
828,성북,길음,5,13,1900,1
829,종로,연건,5,14,1000,1
830,중부,신당,5,15,2300,1
831,노원,하계,5,16,2000,1
832,강남,삼성,5,16,2300,1
833,영등포,대림,5,18,400,1
834,성북,길음,5,18,1400,1
835,성동,왕십리,5,19,1100,1
836,용산,한강로,5,20,2600,0
837,성동,행당,5,20,1600,1
838,강서,방화,5,20,1200,1
839,강동,천호,5,21,1000,1
840,마포,신수,5,22,700,1
841,동대문,전농,5,23,1600,1
842,관악,난곡,5,23,2000,1
843,영등포,당산,5,23,2200,1
844,서대문,미근,6,4,1000,1
845,강서,발산,6,4,1200,1
846,강남,수서,6,5,3300,1
847,서대문,북가좌,6,6,800,1
848,중랑,면목,6,9,1700,1
849,종로,연건,6,11,800,1
850,서초,양재,6,12,2600,0
851,서초,양재,6,14,2600,1
852,성동,행당,6,15,1200,1
853,구로,공단,6,17,1200,1
854,서대문,연희,6,18,2000,1
855,영등포,영등포,6,18,1300,1
856,노원,수락,6,18,3300,1
857,중부,을지,6,18,1400,1
858,동작,상도,6,19,1700,1
859,성북,장위,6,19,1000,1
860,강남,수서,6,20,3000,0
861,강남,역삼,6,20,1400,1
862,중부,충무,6,20,1200,1
863,종로,연건,6,21,600,1
864,도봉,쌍문,6,23,2000,1
865,강서,화곡,0,4,1700,1
866,성동,금호,0,4,600,1
867,영등포,당산,0,4,1600,1
868,중랑,신내,0,6,1200,0
869,성북,길음,0,7,1700,1
870,도봉,창동,0,9,1800,1
871,동작,상도,0,9,500,1
872,동작,동작,0,10,4000,0
873,강서,방화,0,13,4500,1
874,강서,화곡,0,13,600,1
875,서대문,북가좌,0,13,1400,1
876,도봉,방학,0,16,400,1
877,강남,삼성,0,18,2600,1
878,노원,수락,0,19,600,1
879,송파,방이,0,20,2500,1
880,마포,염리,0,22,1000,1
881,노원,수락,0,23,1300,1
882,용산,이태원,0,23,0,1
883,도봉,도봉,1,3,2000,1
884,은평,역촌,1,8,1500,1
885,동대문,장안,1,8,800,1
886,관악,신림,1,8,700,1
887,성북,종암,1,9,1000,1
888,강남,역삼,1,11,1500,1
889,강남,역삼,1,15,2400,1
890,강남,영동,1,16,2100,1
891,영등포,영등포,1,17,1000,0
892,강서,화곡,1,19,1800,1
893,송파,잠실,1,21,800,1
894,강동,길동,1,23,2600,1
895,강남,삼성,2,2,3200,1
896,양천,신정,2,3,2000,0
897,강북,번동,2,7,1000,1
898,구로,수궁,2,8,3800,0
899,용산,이태원,2,13,900,0
900,강북,우이,2,13,1300,1
901,서대문,미근,2,14,2000,1
902,은평,진관,2,14,1200,1
903,성북,종암,2,15,900,1
904,은평,진관,2,17,2800,1
905,중부,무학,2,17,1000,1
906,종로,숭인,2,17,900,0
907,서초,양재,2,18,1000,1
908,강동,천호,3,0,2400,1
909,광진,구의,3,3,1300,1
910,강북,번동,3,3,2000,1
911,강동,길동,3,3,3500,0
912,송파,방이,3,3,3900,1
913,마포,상암,3,4,1200,1
914,강남,영동,3,4,2500,0
915,서대문,홍은,3,8,1800,1
916,동작,노량진,3,13,3000,1
917,구로,수궁,3,14,1000,1
918,서초,방배,3,14,2000,1
919,은평,역촌,3,16,2500,1
920,강서,발산,3,17,1500,1
921,중랑,면목,3,18,1100,0
922,강동,고덕,3,18,3500,0
923,종로,숭인,3,19,1200,1
924,중랑,신내,4,0,1000,1
925,노원,수락,4,1,1400,1
926,구로,공단,4,2,400,1
927,구로,공단,4,9,1000,1
928,강북,미아,4,9,1600,1
929,송파,방이,4,9,3500,1
930,강동,암사,4,10,2000,1
931,관악,관악,4,10,1500,1
932,도봉,쌍문,4,11,1500,1
933,성동,행당,4,17,1900,0
934,강남,역삼,4,17,1400,1
935,강북,우이,4,17,800,1
936,강남,삼성,4,18,1100,1
937,관악,신림,4,20,1000,1
938,중랑,망우,4,20,1500,1
939,강동,암사,5,1,700,1
940,노원,상계,5,7,1600,1
941,중부,무학,5,7,1000,1
942,용산,이촌,5,7,1000,1
943,마포,서교,5,10,600,1
944,서초,잠원,5,12,0,1
945,영등포,영등포,5,13,1400,1
946,중랑,신내,5,14,1200,1
947,중부,을지,5,16,700,1
948,강동,암사,5,18,2000,1
949,중부,신당,5,18,1100,1
950,성북,길음,5,18,1300,1
951,동작,노량진,5,19,2500,0
952,광진,구의,5,20,2100,1
953,용산,한강로,5,22,2100,1
954,동대문,전농,5,22,1000,1
955,중랑,중화,5,22,2000,1
956,영등포,신길,5,23,1100,1
957,강북,번동,5,23,1600,1
958,광진,구의,5,23,1100,1
959,도봉,창동,5,23,2000,1
960,성동,성수,6,0,2200,1
961,종로,세종로,6,1,200,1
962,노원,월계,6,5,800,1
963,강동,성내,6,9,1000,1
964,동작,노량진,6,11,1200,0
965,동대문,용두,6,12,400,1
966,송파,마천,6,16,2500,1
967,성동,왕십리,6,19,2000,1
968,마포,성산,6,19,2400,1
969,성동,왕십리,6,20,800,1
970,강동,성내,6,20,800,1
971,성북,장위,6,21,500,1
972,강동,고덕,6,22,1400,1
973,관악,관악,0,0,2900,0
974,중랑,망우,0,1,2000,1
975,서초,서초,0,7,1400,1
976,용산,한강로,0,9,2600,1
977,관악,관악,0,11,2000,1
978,강남,수서,0,12,3000,1
979,영등포,당산,0,14,2200,0
980,구로,구로,0,14,2400,1
981,송파,마천,0,15,2000,1
982,은평,진관,0,16,2600,1
983,서초,잠원,0,17,2000,1
984,양천,신월,0,19,1600,1
985,강동,암사,0,20,500,1
986,용산,한강로,0,21,1500,1
987,구로,독산,0,21,1800,1
988,강북,미아,0,22,1100,1
989,광진,구의,0,22,700,1
990,송파,방이,0,23,2800,1
991,종로,연건,1,6,1600,1
992,동작,백운,1,7,3000,0
993,구로,독산,1,8,2300,1
994,서초,잠원,1,8,2000,1
995,양천,신트리,1,9,1600,1
996,광진,중곡,1,9,1700,1
997,중랑,신내,1,9,900,1
998,동작,백운,1,10,2600,0
999,용산,이태원,1,11,1500,1
1000,도봉,도봉,1,11,1600,1
1001,동대문,장안,1,11,500,1
1002,성동,성수,1,14,1800,1
1003,노원,공릉,1,14,900,1
1004,광진,구의,1,18,3700,1
1005,용산,후암,1,18,800,1
1006,마포,서교,1,18,700,1
1007,강남,영동,1,19,1000,1
1008,강서,발산,1,20,1300,1
1009,관악,관악,1,23,3200,0
1010,은평,수색,2,0,2100,1
1011,영등포,대림,2,1,1900,1
1012,강북,미아,2,2,1000,1
1013,강서,발산,2,2,2200,1
1014,성동,행당,2,6,1500,1
1015,마포,염리,2,8,600,1
1016,서초,서초,2,8,1400,1
1017,도봉,방학,2,10,1000,1
1018,중부,신당,2,12,2500,1
1019,강남,역삼,2,17,600,1
1020,영등포,영등포,2,17,1500,1
1021,동작,동작,2,19,2100,0
1022,마포,성산,2,19,1700,1
1023,동작,노량진,2,20,3000,1
1024,강동,성내,2,20,1500,1
1025,중랑,중화,2,21,1600,1
1026,영등포,여의도,2,22,800,1
1027,강남,개포,2,23,500,1
1028,용산,이태원,2,23,600,1
1029,관악,신림,3,0,1500,1
1030,노원,공릉,3,0,1600,1
1031,성북,돈암,3,0,800,1
1032,도봉,창동,3,1,1700,1
1033,구로,공단,3,2,600,1
1034,노원,상계,3,2,700,1
1035,송파,방이,3,3,2900,1
1036,동대문,용두,3,4,1500,1
1037,강북,번동,3,5,1500,1
1038,동작,백운,3,11,2000,1
1039,송파,잠실,3,12,2300,1
1040,영등포,영등포,3,13,1700,1
1041,강북,미아,3,13,800,1
1042,서초,양재,3,14,1200,1
1043,은평,진관,3,15,2300,1
1044,강동,고덕,3,17,2000,1
1045,서대문,연희,3,18,1400,1
1046,중부,을지,3,18,1500,1
1047,서초,잠원,3,19,1800,1
1048,강남,영동,3,19,1500,1
1049,용산,후암,3,20,1300,0
1050,서초,잠원,3,20,2800,1
1051,영등포,신길,3,20,400,1
1052,영등포,당산,3,20,500,1
1053,성동,왕십리,3,22,1300,1
1054,강동,암사,4,0,300,1
1055,강남,역삼,4,1,2000,1
1056,노원,하계,4,4,1700,1
1057,동대문,장안,4,4,1500,1
1058,강서,발산,4,6,2200,1
1059,마포,신수,4,8,800,1
1060,노원,상계,4,10,2700,1
1061,관악,관악,4,10,1800,1
1062,성동,왕십리,4,11,800,1
1063,동대문,용두,4,11,1500,1
1064,구로,공단,4,12,1300,1
1065,종로,숭인,4,16,1300,1
1066,성동,성수,4,18,2100,0
1067,종로,신교,4,19,1200,1
1068,종로,연건,4,19,2000,1
1069,도봉,쌍문,4,20,700,1
1070,중랑,중화,4,21,1000,1
1071,성북,장위,4,21,800,1
1072,강동,암사,5,0,1000,1
1073,성동,왕십리,5,0,1100,1
1074,서초,양재,5,3,2000,1
1075,관악,신림,5,3,1500,1
1076,강북,삼각산,5,3,900,1
1077,은평,녹번,5,5,2100,1
1078,중부,을지,5,8,1500,1
1079,성동,행당,5,9,2000,1
1080,영등포,영등포,5,9,3000,0
1081,강남,역삼,5,9,700,1
1082,송파,거여,5,10,800,1
1083,종로,연건,5,11,700,1
1084,광진,구의,5,12,4000,1
1085,노원,하계,5,13,1200,1
1086,중부,무학,5,16,900,1
1087,용산,이태원,5,17,2000,1
1088,은평,수색,5,18,3100,1
1089,구로,구로,5,19,1600,1
1090,양천,양천,5,21,1300,1
1091,강서,화곡,5,23,2000,1
1092,광진,중곡,6,5,1800,1
1093,중부,충무,6,9,1100,1
1094,용산,한강로,6,12,3500,0
1095,강동,천호,6,13,1500,1
1096,강서,발산,6,14,1000,1
1097,관악,봉천,6,14,1500,1
1098,강서,개화,6,14,2500,0
1099,성북,종암,6,18,800,1
1100,동작,노량진,6,19,1000,1
1101,영등포,여의도,6,19,2500,1
1102,성북,돈암,6,21,1000,1
1103,서초,양재,6,22,2000,1
1104,관악,관악,6,22,3500,1
1105,종로,신영,0,2,1800,1
1106,구로,공단,0,3,1100,1
1107,성북,종암,0,4,1100,1
1108,강동,암사,0,5,1500,1
1109,중랑,망우,0,6,1500,1
1110,강서,화곡,0,8,1000,1
1111,노원,상계,0,11,1700,1
1112,강남,역삼,0,11,1000,1
1113,용산,이태원,0,11,100,1
1114,종로,연건,0,13,1000,1
1115,성북,돈암,0,15,900,1
1116,강서,발산,0,19,1100,1
1117,서초,양재,0,20,1600,1
1118,서초,서초,1,1,1500,1
1119,노원,공릉,1,3,6500,1
1120,용산,이태원,1,5,1500,0
1121,용산,이촌,1,7,1300,1
1122,용산,한강로,1,9,1900,1
1123,구로,고일,1,9,3500,0
1124,성북,종암,1,11,1400,1
1125,노원,상계,1,12,1000,1
1126,양천,양천,1,13,1100,1
1127,은평,역촌,1,13,1400,1
1128,서대문,연희,1,15,2300,1
1129,마포,상암,1,18,1100,1
1130,구로,공단,1,19,900,1
1131,도봉,쌍문,1,20,1700,1
1132,강서,화곡,1,22,900,1
1133,강서,화곡,2,0,1200,1
1134,강남,역삼,2,1,700,1
1135,성동,금호,2,3,1000,1
1136,종로,숭인,2,6,2300,1
1137,중부,신당,2,6,800,1
1138,마포,서교,2,11,1500,1
1139,송파,가락,2,14,1800,1
1140,강남,영동,2,16,1500,1
1141,영등포,당산,2,16,1300,1
1142,강동,암사,2,17,900,1
1143,은평,수색,2,17,2900,1
1144,강동,성내,2,20,2000,1
1145,강남,개포,2,21,100,1
1146,종로,숭인,2,23,1200,1
1147,중랑,중화,2,23,1400,1
1148,관악,신림,3,0,700,1
1149,도봉,쌍문,3,1,2000,1
1150,강서,화곡,3,1,1100,1
1151,강서,개화,3,2,2500,1
1152,용산,후암,3,2,2300,1
1153,중부,회현,3,5,1500,1
1154,성동,왕십리,3,9,400,1
1155,구로,시흥,3,18,1700,1
1156,용산,한강로,3,18,3100,1
1157,종로,세종로,3,18,600,1
1158,강서,발산,3,19,700,1
1159,중랑,망우,3,19,1000,1
1160,서대문,북가좌,3,20,800,1
1161,강남,영동,3,20,1800,1
1162,송파,가락,3,20,2400,1
1163,서대문,홍은,3,21,1800,1
1164,구로,구로,3,21,1600,1
1165,광진,구의,3,22,700,1
1166,영등포,대림,3,22,300,1
1167,성북,돈암,4,0,800,1
1168,용산,한강로,4,5,2600,0
1169,서초,서초,4,6,2000,1
1170,강서,등촌,4,7,1700,1
1171,노원,하계,4,8,1700,1
1172,중부,무학,4,9,500,1
1173,영등포,당산,4,9,900,1
1174,영등포,대림,4,12,900,1
1175,종로,숭인,4,13,1700,0
1176,구로,수궁,4,13,1500,1
1177,노원,상계,4,13,1200,1
1178,송파,잠실,4,14,2800,1
1179,구로,공단,4,14,2500,0
1180,강남,역삼,4,15,1000,1
1181,동작,노량진,4,15,5300,1
1182,중랑,망우,4,16,1100,1
1183,은평,진관,4,21,1600,1
1184,노원,상계,4,21,2700,1
1185,구로,구로,5,0,1600,1
1186,도봉,창동,5,0,2500,1
1187,구로,신도림,5,3,1400,1
1188,송파,운동장,5,5,2800,0
1189,광진,구의,5,12,1600,1
1190,영등포,당산,5,12,1600,1
1191,성북,돈암,5,12,2800,0
1192,강서,발산,5,12,1600,1
1193,영등포,영등포,5,12,1500,1
1194,동대문,청량리,5,13,1500,1
1195,강서,화곡,5,13,1400,1
1196,성북,종암,5,13,2300,1
1197,서초,방배,5,14,2000,1
1198,동대문,휘경,5,15,1400,1
1199,도봉,창동,5,19,1300,1
1200,송파,잠실,5,20,1200,1
1201,동대문,휘경,5,21,1100,1
1202,중부,신당,5,23,1200,1
1203,강동,천호,5,23,2000,1
1204,관악,관악,6,2,1500,1
1205,중랑,면목,6,6,1000,1
1206,관악,신림,6,9,800,1
1207,중부,을지,6,11,2000,1
1208,구로,공단,6,12,2100,1
1209,관악,신림,6,14,1600,1
1210,송파,가락,6,14,800,1
1211,중부,회현,6,16,1100,1
1212,구로,수궁,6,17,2100,1
1213,종로,신교,6,19,800,1
1214,관악,봉천,6,20,1000,1
1215,관악,신림,6,21,800,1
1216,강서,발산,6,22,1900,1
1217,영등포,영등포,0,3,1400,1
1218,노원,하계,0,3,1500,1
1219,종로,세종로,0,9,600,1
1220,강서,등촌,0,9,1000,1
1221,중랑,신내,0,9,1000,1
1222,마포,서교,0,11,1900,1
1223,동대문,장안,0,13,1200,1
1224,강남,영동,0,13,2000,1
1225,서초,서초,0,13,2000,1
1226,용산,이태원,0,15,1300,0
1227,종로,연건,0,16,600,1
1228,은평,수색,0,18,700,1
1229,동대문,청량리,0,18,900,1
1230,광진,능동,0,22,1800,1
1231,강남,수서,0,23,2000,1
1232,성북,종암,1,1,1100,1
1233,강동,천호,1,3,700,1
1234,양천,목동,1,10,1300,1
1235,강남,역삼,1,10,1200,1
1236,노원,하계,1,11,2100,1
1237,마포,서교,1,12,1500,1
1238,서초,잠원,1,12,3000,1
1239,중랑,중화,1,13,1000,1
1240,강남,삼성,1,15,1000,1
1241,노원,월계,1,16,2000,1
1242,동작,노량진,1,17,800,1
1243,강서,발산,1,17,2400,1
1244,구로,시흥,1,19,1700,1
1245,강동,길동,1,19,2000,1
1246,송파,마천,1,20,3000,0
1247,중부,무학,1,20,1000,1
1248,양천,신월,1,21,500,1
1249,성동,금호,1,22,1000,1
1250,관악,관악,1,23,2500,1
1251,구로,독산,2,0,1100,1
1252,강동,성내,2,0,2000,1
1253,성동,행당,2,0,800,1
1254,강남,역삼,2,0,1400,1
1255,노원,수락,2,3,5100,1
1256,영등포,당산,2,6,1300,1
1257,관악,신림,2,8,1500,1
1258,도봉,도봉,2,9,500,1
1259,강북,번동,2,10,1100,1
1260,송파,운동장,2,10,2000,1
1261,영등포,당산,2,13,700,1
1262,영등포,영등포,2,13,1500,1
1263,도봉,창동,2,14,1700,1
1264,강남,역삼,2,14,1700,1
1265,구로,수궁,2,15,1200,1
1266,구로,수궁,2,15,1200,1
1267,강남,영동,2,17,2000,1
1268,성동,행당,2,17,1200,1
1269,강서,발산,2,17,1200,1
1270,관악,관악,2,17,2700,0
1271,종로,숭인,2,18,2000,1
1272,성북,종암,2,18,1200,1
1273,강남,역삼,2,19,1000,1
1274,송파,거여,2,19,1700,1
1275,영등포,영등포,2,20,1000,1
1276,중부,충무,2,20,2000,1
1277,구로,수궁,2,20,1000,1
1278,구로,공단,2,23,1200,1
1279,용산,이태원,3,0,1100,1
1280,노원,상계,3,1,3300,0
1281,중부,회현,3,8,1000,1
1282,강남,영동,3,9,1500,1
1283,용산,서빙고,3,9,1100,1
1284,강동,성내,3,10,1000,1
1285,구로,독산,3,11,200,1
1286,광진,능동,3,12,1200,1
1287,강동,고덕,3,15,2500,0
1288,강동,고덕,3,17,1000,1
1289,관악,관악,3,19,2200,1
1290,강남,삼성,3,22,1900,1
1291,도봉,창동,3,22,3000,1
1292,강서,등촌,3,23,1500,1
1293,노원,공릉,4,0,1500,1
1294,중부,을지,4,1,800,1
1295,종로,숭인,4,2,1500,1
1296,송파,운동장,4,3,2500,0
1297,종로,종로,4,5,1000,1
1298,강동,길동,4,6,2000,1
1299,강동,천호,4,9,1500,1
1300,성동,행당,4,15,1900,1
1301,성북,돈암,4,16,1400,1
1302,강동,길동,4,17,2500,1
1303,강남,삼성,4,17,1700,1
1304,광진,능동,4,20,1700,1
1305,광진,능동,4,20,1700,1
1306,서대문,미근,4,22,1500,1
1307,영등포,영등포,4,22,2600,1
1308,강남,삼성,4,23,500,1
1309,동대문,청량리,5,12,1500,1
1310,영등포,당산,5,12,1800,1
1311,마포,서교,5,12,1100,1
1312,중랑,면목,5,13,2100,0
1313,관악,관악,5,13,800,1
1314,강남,영동,5,14,1500,1
1315,성북,종암,5,15,1500,1
1316,용산,한강로,5,15,2800,1
1317,서초,방배,5,15,2200,1
1318,관악,봉천,5,20,400,1
1319,성북,장위,5,22,1700,1
1320,송파,운동장,6,0,1300,1
1321,노원,상계,6,0,1500,1
1322,구로,공단,6,1,1300,1
1323,광진,능동,6,3,1100,1
1324,도봉,쌍문,6,3,1900,1
1325,중랑,중화,6,3,800,1
1326,서초,서초,6,7,1800,1
1327,관악,관악,6,8,2700,0
1328,강서,발산,6,9,2700,1
1329,송파,운동장,6,10,1900,1
1330,구로,신도림,6,12,1000,1
1331,성북,길음,6,12,1300,1
1332,서대문,미근,6,13,2300,1
1333,강동,길동,6,13,3600,0
1334,동대문,전농,6,14,1000,1
1335,강남,영동,6,16,1700,1
1336,관악,봉천,6,17,1600,1
1337,구로,고일,6,18,500,1
1338,성북,장위,6,18,1500,1
1339,동대문,장안,6,18,1000,1
1340,종로,세종로,6,21,1000,1
1341,은평,수색,6,22,2900,1
1342,동작,노량진,6,23,2400,0
1343,서초,잠원,0,3,2500,1
1344,종로,종로,0,9,800,1
1345,구로,구로,0,11,1300,0
1346,영등포,당산,0,11,1300,1
1347,동대문,휘경,0,14,1000,1
1348,노원,월계,0,17,1000,1
1349,관악,봉천,0,19,1000,1
1350,강동,천호,0,20,1500,1
1351,중부,회현,0,20,1800,1
1352,강북,미아,0,21,1300,1
1353,강북,번동,1,1,700,1
1354,구로,공단,1,2,1500,1
1355,강남,개포,1,5,2200,1
1356,중부,을지,1,11,800,1
1357,관악,봉천,1,11,1500,1
1358,강북,번동,1,12,1500,1
1359,영등포,당산,1,13,1200,1
1360,광진,중곡,1,14,700,1
1361,강동,고덕,1,14,2000,1
1362,성북,길음,1,15,1200,1
1363,성동,금호,1,15,800,1
1364,동대문,전농,1,17,1000,1
1365,송파,운동장,1,19,1000,1
1366,구로,구로,1,20,1300,1
1367,중부,을지,1,21,2000,1
1368,중랑,망우,1,23,1500,1
1369,동작,백운,1,23,2500,1
1370,강북,미아,1,23,1000,1
1371,강북,미아,2,0,1000,1
1372,서초,방배,2,0,700,1
1373,강남,역삼,2,2,1500,1
1374,영등포,당산,2,5,2200,0
1375,구로,공단,2,6,1200,1
1376,강서,화곡,2,7,2100,1
1377,양천,신정,2,8,900,1
1378,구로,고척,2,9,700,1
1379,영등포,영등포,2,9,600,1
1380,종로,연건,2,10,1300,1
1381,성북,길음,2,12,3000,1
1382,구로,구로,2,13,300,1
1383,용산,이태원,2,13,1200,1
1384,용산,한강로,2,13,2300,0
1385,관악,관악,2,13,2400,1
1386,중부,신당,2,15,1000,1
1387,강동,천호,2,15,2000,1
1388,노원,하계,2,15,1500,1
1389,노원,상계,2,15,4500,1
1390,도봉,창동,2,16,3000,1
1391,중부,신당,2,16,1200,1
1392,양천,신트리,2,16,1300,1
1393,강동,성내,2,17,1800,1
1394,광진,구의,2,22,1800,1
1395,구로,구로,2,23,1000,1
1396,영등포,영등포,3,2,500,1
1397,중부,충무,3,2,1500,1
1398,성동,왕십리,3,4,2700,1
1399,송파,가락,3,6,2000,1
1400,동대문,장안,3,6,1500,1
1401,성동,왕십리,3,7,700,1
1402,마포,서교,3,8,700,1
1403,서초,서초,3,8,1400,1
1404,송파,거여,3,8,1000,1
1405,노원,공릉,3,8,1100,1
1406,서초,우면,3,12,2500,1
1407,성북,장위,3,13,1500,1
1408,도봉,쌍문,3,15,2100,1
1409,강동,천호,3,20,500,1
1410,서초,잠원,3,21,2600,1
1411,송파,가락,4,1,1300,1
1412,강서,등촌,4,1,1700,1
1413,성동,왕십리,4,5,1400,1
1414,강북,미아,4,6,1000,1
1415,성북,종암,4,7,1000,1
1416,관악,신림,4,10,2300,1
1417,중부,무학,4,11,1400,1
1418,영등포,대림,4,12,1200,1
1419,중부,을지,4,15,1200,1
1420,서초,서초,4,16,500,1
1421,강남,영동,4,16,700,1
1422,중랑,중화,4,17,800,1
1423,마포,상암,4,19,3000,0
1424,중부,을지,4,19,1000,1
1425,강북,우이,4,21,3000,1
1426,구로,시흥,4,23,1900,1
1427,관악,관악,5,0,1000,1
1428,서대문,연희,5,3,200,1
1429,중랑,중화,5,4,1300,1
1430,성동,왕십리,5,8,1200,1
1431,서대문,연희,5,9,500,1
1432,송파,방이,5,15,3300,0
1433,중랑,중화,5,15,1500,1
1434,양천,신월,5,16,2500,0
1435,영등포,여의도,5,16,1000,1
1436,마포,서교,5,17,500,1
1437,서초,반포,5,18,1300,1
1438,도봉,쌍문,5,19,3000,1
1439,송파,거여,5,19,300,1
1440,구로,신도림,5,20,700,1
1441,강동,천호,5,20,1900,1
1442,강북,우이,5,20,1000,1
1443,양천,신트리,6,0,2500,1
1444,서대문,홍은,6,1,800,1
1445,동대문,전농,6,1,1000,1
1446,성북,종암,6,2,500,1
1447,구로,고일,6,3,1000,1
1448,동작,노량진,6,4,2200,0
1449,은평,역촌,6,6,600,1
1450,송파,거여,6,7,1700,1
1451,관악,봉천,6,11,2000,1
1452,서대문,연희,6,11,2600,1
1453,양천,신정,6,12,1300,1
1454,송파,방이,6,14,2500,1
1455,강서,발산,6,14,1300,1
1456,중랑,신내,6,14,500,1
1457,노원,공릉,6,16,1400,1
1458,종로,신교,6,16,800,1
1459,중부,무학,6,17,1700,1
1460,송파,잠실,6,17,1000,1
1461,광진,구의,6,20,2600,1
1462,송파,방이,6,20,2900,1
1463,구로,독산,6,22,900,0
1464,강동,암사,6,22,1300,1
1465,광진,구의,0,4,1800,1
1466,용산,이태원,0,6,1000,1
1467,강서,등촌,0,8,1500,1
1468,종로,연건,0,11,500,1
1469,송파,가락,0,11,1200,0
1470,송파,거여,0,11,2000,1
1471,도봉,창동,0,11,500,1
1472,관악,관악,0,12,1500,1
1473,성동,행당,0,12,2400,1
1474,구로,독산,0,12,2000,1
1475,강동,고덕,0,12,3300,0
1476,광진,중곡,0,16,1000,1
1477,양천,신월,0,17,1500,1
1478,마포,상암,0,18,1200,1
1479,강남,역삼,0,20,1500,1
1480,강북,번동,0,20,1000,1
1481,동작,백운,0,20,1600,1
1482,동작,동작,0,20,3100,1
